trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
35,55.0,6.538,-21.898,#7A82A9,23.069,-18.07,#9D77A3,-29.69,-7.538,#259290,16.97,38.97,13.47,25.96
36,55.0,-2.788,-20.884,#6787A7,14.707,-25.693,#867DB0,17.262,3.12,#A3797F,18.14,31.28,13.32,28.01
37,55.0,18.503,15.875,#AB7769,10.915,17.474,#A07C66,-9.065,-2.136,#708887,7.75,32.93,6.55,30.99
38,55.0,25.327,5.808,#B0737B,27.336,16.56,#B87168,-2.302,-18.339,#6C86A3,10.94,36.69,6.91,30.02
39,55.0,5.458,-52.847,#2E86DF,0.835,-33.932,#5986BE,29.108,-32.379,#9A74BC,19.47,31.28,4.61,25.22
40,55.0,-13.07,-22.451,#468CAA,-2.717,-9.659,#758694,10.709,4.169,#997D7D,16.46,35.69,10.55,34.79
41,55.0,-12.888,-34.963,#0C8DC0,2.591,-43.078,#4886CE,23.597,-20.866,#9C77A8,17.48,39.11,9.01,34.47
42,55.0,15.865,12.846,#A6796E,3.795,11.837,#92816F,-8.874,41.022,#8B863A,12.11,37.5,11.53,26.47
43,55.0,1.712,38.276,#9A8140,-3.612,45.685,#958430,30.907,21.498,#BF6D60,9.12,33.67,4.55,25.19
44,55.0,-18.048,21.932,#728B5D,-8.439,22.927,#84875C,3.589,-1.568,#898286,9.66,31.94,6.88,26.65
45,55.0,14.917,16.588,#A67A68,29.369,16.769,#BB6F68,-10.666,47.046,#8A872D,14.45,39.78,8.74,25.53
46,55.0,19.252,-18.224,#9679A3,29.783,-10.993,#AD7197,9.913,16.762,#9F7D67,12.77,36.21,7.93,25.1
47,55.0,-7.639,26.935,#878654,6.613,26.448,#9E7E56,9.591,-4.304,#917E8B,14.26,35.68,12.33,30.22
48,55.0,-8.936,17.975,#808764,0.766,32.259,#97824B,-0.181,-16.392,#7385A0,17.27,35.46,11.69,28.21
49,55.0,12.32,51.892,#AD7A24,21.814,51.69,#BA7326,-27.494,51.638,#6E8F1F,9.5,39.81,6.2,25.12
50,55.0,14.845,15.338,#A57A6A,8.182,26.163,#A07D57,-23.434,7.952,#5A8E75,12.71,38.99,10.27,35.62
51,55.0,8.771,39.865,#A57D3D,18.589,46.385,#B57631,37.446,19.108,#C76865,11.79,35.4,6.13,25.37
52,55.0,18.545,-10.056,#9C7995,15.459,7.07,#A27A78,-6.046,14.086,#83866B,17.4,34.46,11.63,33.03
53,55.0,9.106,-25.757,#7B81B0,17.868,-10.333,#9B7A96,-25.638,-8.159,#389091,17.74,38.95,14.11,25.79
54,55.0,29.671,-22.751,#A472AB,34.054,-21.488,#AC6EA9,1.242,-38.518,#5086C6,4.56,32.51,2.35,26.7
55,55.0,-32.53,-8.079,#039391,-25.743,4.918,#50907A,0.907,-1.621,#848386,14.66,34.05,9.28,25.52
56,55.0,-10.912,-24.116,#498BAD,-18.935,-18.285,#398EA3,22.436,-13.725,#A0779C,9.92,34.93,6.49,33.02
57,55.0,-6.926,-40.764,#1D8BCA,-4.943,-36.821,#3D89C3,12.905,-13.787,#8F7D9C,4.41,33.48,2.2,29.29
58,55.0,13.803,14.62,#A37A6B,21.483,4.497,#AA767D,-12.971,-5.337,#648B8C,12.71,33.39,10.15,31.33
59,55.0,7.238,-29.767,#7182B7,11.312,-43.759,#6381CF,33.138,-0.962,#B86D86,14.57,38.74,5.05,26.03
60,55.0,18.939,-3.238,#A1788A,3.889,-10.902,#818296,-17.223,-13.654,#4B8D9B,16.89,37.63,14.97,41.12
61,55.0,-10.569,-16.956,#598AA0,1.609,-32.668,#5E86BC,-9.461,20.418,#818760,19.88,37.39,10.44,27.77
62,55.0,15.448,19.862,#A87962,5.704,23.189,#9B7F5C,-16.807,36.184,#7C8A43,10.3,36.15,9.39,27.16
63,55.0,-11.468,47.755,#89872B,-16.742,34.705,#7B8A46,28.392,46.06,#C26E33,14.08,39.9,6.89,27.38
64,55.0,-17.489,27.405,#768B53,-35.097,23.026,#4B925A,7.206,5.917,#947F7A,18.14,32.73,9.61,26.97
65,55.0,22.896,5.553,#AD757B,17.457,-8.517,#9B7A93,-3.333,12.847,#87856D,15.08,27.22,9.76,27.34
66,55.0,5.314,-36.576,#6184C3,21.618,-37.49,#867AC5,20.56,-2.573,#A47789,16.33,37.26,11.05,26.12
67,55.0,23.206,54.469,#BC721F,40.627,48.358,#D26330,45.144,21.282,#D26061,18.46,39.78,11.55,25.11
68,55.0,18.667,-12.868,#9A799A,28.038,-0.107,#B17185,0.345,12.578,#8D836E,15.83,31.36,9.83,26.86
69,55.0,-5.848,-27.622,#5289B3,5.654,-37.069,#6184C4,4.882,6.07,#918079,14.88,35.36,6.29,25.33
70,55.0,21.283,-13.946,#9D779C,17.664,-4.68,#9E798C,-10.657,-29.533,#3B8BB6,9.95,35.54,5.71,33.64
71,55.0,-20.713,14.045,#668D6B,-13.337,21.967,#7B895D,8.477,10.051,#997E73,10.82,29.46,7.44,29.66
72,55.0,29.012,5.305,#B6707C,18.986,-0.49,#A37885,8.721,32.151,#A37D4C,11.58,33.65,6.21,25.56
73,55.0,-6.739,-22.686,#5989AA,-4.966,-41.676,#278ACC,32.069,-18.589,#AB70A4,19.07,39.02,6.08,29.76
74,55.0,-0.393,-36.9,#4E87C3,12.835,-26.955,#817EB2,30.499,-24.139,#A472AE,16.55,33.42,14.96,27.15
75,55.0,-14.132,-26.189,#378DB0,-7.538,-29.505,#488AB6,16.587,-16.242,#947BA0,7.38,32.29,4.63,31.16
76,55.0,0.618,-51.464,#0488DD,8.685,-43.211,#5C83CE,13.662,-17.402,#8D7DA2,11.54,36.47,8.48,26.82
77,55.0,2.007,24.454,#968159,16.559,30.653,#AE784F,-29.228,1.321,#3F9181,15.82,38.87,11.05,26.55
78,55.0,4.287,57.397,#A37F11,7.272,45.556,#A57D32,28.416,25.77,#BD6F59,12.21,39.78,4.53,25.1
79,55.0,14.614,-44.223,#6B7FD0,18.187,-44.342,#737DD1,41.053,-15.959,#BB68A0,3.57,38.7,2.38,25.12
80,55.0,-21.957,36.266,#728D42,-35.498,26.435,#4E9254,16.542,27.166,#AD7855,16.73,39.56,9.04,29.04
81,55.0,10.599,20.015,#A17C62,4.819,10.794,#938071,-25.656,20.153,#608F60,10.88,36.25,6.66,29.03
82,55.0,-0.634,-37.455,#4C87C4,-0.729,-34.166,#5487BE,9.949,-5.054,#917E8D,3.29,34.09,1.17,25.53
83,55.0,-32.902,5.648,#399279,-40.984,14.567,#289569,1.461,25.926,#968157,12.04,39.9,5.36,26.11
84,55.0,-9.654,-29.919,#3F8BB7,-5.552,-31.867,#4989BA,17.992,-20.687,#927AA8,4.54,29.15,2.77,26.81
85,55.0,23.502,-16.354,#9F76A0,17.269,-28.899,#887CB6,-10.174,-9.756,#658A94,14.01,34.32,9.95,27.54
86,55.0,-14.324,-18.994,#498CA4,-28.093,-11.465,#1F9297,-25.833,14.311,#5B8F6A,15.69,35.24,10.05,25.07
87,55.0,39.173,-40.28,#A46CCA,31.183,-55.712,#7E76E5,7.474,-57.366,#1D85E7,17.38,36.01,10.73,27.17
88,55.0,25.337,7.59,#B17378,12.881,0.74,#9A7C83,-10.982,1.199,#6F8981,14.21,36.88,8.52,37.06
89,55.0,-8.062,-27.488,#4B8AB3,3.352,-26.69,#6D84B2,24.727,-7.085,#A87491,11.44,38.62,9.55,35.08
90,55.0,19.63,21.608,#AF765F,31.049,34.213,#C36D4A,-14.915,21.131,#778A5E,17.01,34.55,6.32,29.96
91,55.0,7.438,20.459,#9C7E61,-2.991,25.343,#8E8458,-15.027,2.995,#688B7E,11.52,28.45,10.74,25.91
92,55.0,-8.445,16.808,#808766,2.439,30.92,#99814E,27.349,25.543,#BB7059,17.82,36.85,12.76,28.75
93,55.0,-3.694,20.486,#8B8460,14.01,27.454,#A97A55,4.767,-13.812,#80829B,19.03,35.33,15.6,28.44
94,55.0,15.665,-16.575,#927CA0,11.038,-6.641,#927E8F,-10.451,-26.21,#468BB0,10.96,27.84,6.5,27.62
95,55.0,-12.345,22.83,#7D895C,-22.511,27.562,#6C8D53,11.311,-4.971,#947D8C,11.21,36.5,5.65,33.57
96,55.0,30.594,9.85,#BA6E74,34.194,24.474,#C46A5B,-6.487,2.681,#7A877F,15.06,37.77,8.51,33.58
97,55.0,-35.045,22.582,#4B925B,-27.563,34.151,#668F46,3.66,32.312,#9B804B,13.78,39.91,7.29,25.48
98,55.0,-4.535,-43.579,#1D8ACF,4.66,-31.341,#6884BA,17.961,-14.43,#977A9D,15.31,36.82,10.86,31.47
99,55.0,-31.482,-3.459,#299289,-24.09,13.161,#5E8E6C,3.805,-12.901,#7F829A,18.19,36.53,11.81,26.04
100,55.0,14.832,-13.917,#927C9C,1.117,-25.764,#6985B0,-14.779,-11.121,#578C96,18.12,29.74,17.92,29.91
101,55.0,-13.627,-30.726,#268DB8,-10.292,-14.069,#5E8A9B,17.73,-19.439,#937AA5,16.99,33.33,7.91,30.54
102,55.0,-7.663,40.079,#8C863C,-17.757,38.497,#7B8B3E,29.129,43.221,#C26E39,10.22,36.93,6.66,25.39
103,55.0,30.953,12.953,#BC6E6F,37.655,5.33,#C2697C,0.659,33.732,#978249,10.15,36.74,6.07,28.33
104,55.0,-1.494,-46.466,#2389D4,-8.476,-30.48,#428BB8,12.201,-14.429,#8D7E9D,17.44,34.84,4.46,26.96
105,55.0,13.655,26.675,#A87A56,7.568,10.117,#977F73,-16.07,2.668,#668B7F,17.64,38.21,9.34,30.45
106,55.0,-14.432,22.115,#798A5D,-30.659,31.792,#5E904A,21.771,13.573,#AF756D,18.89,37.2,7.96,33.48
107,55.0,19.648,0.925,#A57783,0.446,-3.475,#82848A,-16.638,7.256,#698B77,19.7,36.83,17.95,39.83
108,55.0,-19.991,13.76,#688D6B,-12.075,-1.868,#6A8A86,-5.378,-17.006,#6688A1,17.52,34.06,11.48,25.69
109,55.0,-7.686,-32.238,#408ABB,3.056,-46.151,#3F86D4,13.78,-6.834,#967C90,17.58,33.26,5.13,31.23
110,55.0,6.022,-27.776,#7183B3,21.699,-23.491,#9678AC,37.004,-8.616,#BA6A94,16.25,36.43,13.24,25.04
111,55.0,-25.679,13.638,#5A8F6B,-37.39,28.724,#4B9350,4.052,-0.836,#8A8185,19.1,33.07,7.49,29.48
112,55.0,-25.635,-13.747,#26919B,-10.429,-26.731,#458BB1,11.593,-14.911,#8C7E9D,20.0,37.25,12.37,32.18
113,55.0,-8.881,22.245,#83875D,0.667,36.494,#988143,13.77,6.9,#9F7B78,17.15,27.36,10.62,27.52
114,55.0,24.625,4.537,#AF737D,36.854,3.428,#C0697F,-3.691,28.292,#8E8452,12.28,36.96,5.39,31.0
115,55.0,9.323,30.778,#A37D4F,7.895,10.836,#987E71,-19.801,10.938,#658D70,19.99,35.24,11.06,26.48
116,55.0,1.149,-46.628,#3487D4,9.572,-39.791,#6682C8,35.16,-35.931,#A16FC2,10.85,35.65,8.63,27.35
117,55.0,12.712,-14.161,#8E7D9C,11.638,-4.599,#957D8C,-14.67,-1.454,#648B86,9.62,30.19,6.35,27.83
118,55.0,7.033,-56.692,#1F86E6,14.029,-48.217,#6080D7,30.146,-24.819,#A372AF,10.99,39.37,8.1,29.47
119,55.0,-17.228,14.271,#6E8B6A,-27.608,10.279,#529071,14.946,3.032,#9F7A7F,11.12,34.08,6.76,36.36
120,55.0,13.595,-64.933,#1183F5,3.373,-53.94,#1087E1,47.606,-46.734,#AB66D5,15.01,38.57,3.5,26.94
121,55.0,9.684,22.033,#A17D5E,18.257,30.289,#B07750,28.368,-12.852,#AA729A,11.9,39.57,5.82,28.23
122,55.0,41.517,29.814,#D06352,29.047,21.419,#BC6F60,4.547,42.099,#A07F39,15.03,38.96,5.09,26.73
123,55.0,12.177,-52.4,#4F82DF,18.694,-51.76,#667EDE,29.107,-20.899,#A572A8,6.55,35.76,4.67,25.12
124,55.0,-19.065,-17.57,#3B8EA1,-2.788,-6.643,#78868F,13.223,-0.892,#9A7C86,19.6,36.34,13.69,41.65
125,55.0,12.552,28.331,#A77B53,9.298,46.531,#A87C30,-5.535,-4.937,#74878C,18.49,37.87,8.67,26.38
126,55.0,-10.268,-28.886,#3F8BB5,-0.448,-27.791,#6186B3,10.238,-0.928,#957E86,9.88,34.67,7.64,32.11
127,55.0,27.699,-6.85,#AD7290,24.237,5.528,#AF747B,-8.233,-23.296,#548AAB,12.85,39.52,7.96,35.26
128,55.0,-11.704,45.249,#888831,-24.741,31.224,#6A8E4C,22.48,28.981,#B67453,19.15,37.86,11.04,27.18
129,55.0,-18.937,20.609,#6F8C5F,-14.942,15.258,#738A69,18.358,8.691,#A77875,6.68,39.15,3.24,36.36
130,55.0,24.146,6.129,#AF747A,5.941,5.584,#92807A,-3.612,14.729,#88856A,18.21,29.06,13.42,28.25
131,55.0,-17.308,16.487,#6F8B67,-14.425,17.866,#768A64,-4.28,-13.483,#6D879B,3.2,32.68,2.31,25.16
132,55.0,-4.31,24.786,#8C8559,-16.072,24.937,#778A58,29.628,27.122,#BF6E56,11.76,34.02,8.74,25.2
133,55.0,-7.166,19.969,#848661,-12.455,25.065,#7E8958,-21.334,-14.123,#3B8F9B,7.34,36.92,4.12,25.53
134,55.0,-20.467,19.5,#6B8D61,-33.318,26.544,#539254,7.258,14.125,#997F6C,14.65,28.24,5.85,25.6
135,55.0,19.013,-12.199,#9B7999,3.934,-17.389,#7A83A2,-10.094,4.614,#74897B,15.95,33.61,14.75,27.84
136,55.0,-11.485,-19.621,#518BA5,4.613,-15.771,#7E829F,12.143,-5.199,#957D8D,16.55,27.68,16.92,32.18
137,55.0,10.676,30.461,#A57C4F,2.237,37.899,#9B8141,38.326,3.775,#C2687F,11.25,38.43,7.89,27.61
138,55.0,-12.395,-21.464,#4A8CA8,-4.76,-5.806,#75878D,-15.416,13.612,#718B6C,17.42,35.21,10.47,26.1
139,55.0,-25.222,3.493,#4F8F7D,-24.926,-14.013,#29909B,3.899,6.525,#8F8179,17.51,29.28,12.26,26.93
140,55.0,-18.711,13.834,#6A8C6B,-24.742,24.8,#668E58,4.148,-1.541,#8A8186,12.52,27.55,5.73,26.86
141,55.0,-28.961,-11.34,#189296,-13.061,-16.804,#528BA0,9.832,-16.082,#877F9F,16.81,39.08,10.57,30.41
142,55.0,15.851,11.379,#A57971,20.653,8.039,#AB7677,-9.308,-18.625,#598AA3,5.85,39.16,4.54,34.72
143,55.0,2.357,55.17,#A08018,0.348,37.832,#988241,41.699,49.038,#D4622F,17.45,39.82,5.72,25.48
144,55.0,2.094,50.187,#9E8026,8.093,47.755,#A67D2D,34.288,29.95,#C66A52,6.47,38.03,4.38,26.45
145,55.0,27.245,-3.711,#AE728B,42.025,-5.956,#C3658F,21.243,34.636,#B67448,14.95,38.81,5.86,25.74
146,55.0,16.201,13.621,#A7796D,8.558,0.56,#937F83,-7.68,-7.507,#6D8890,15.13,31.89,10.28,32.23
147,55.0,-11.935,-22.374,#4A8BAA,-0.293,-37.94,#4C87C5,-27.037,13.014,#56906C,19.44,38.48,8.52,26.94
148,55.0,-24.731,6.944,#558F77,-27.287,26.37,#628F55,-3.325,-25.51,#5E87AF,19.59,38.88,10.46,26.41
149,55.0,-24.842,-10.31,#369095,-26.634,-12.201,#269198,-5.778,23.659,#89855A,2.61,38.95,1.27,25.81
150,55.0,3.421,25.793,#998057,-3.124,21.379,#8C845F,-9.598,-11.671,#638997,7.89,39.66,6.65,28.15
151,55.0,1.475,20.149,#938261,2.012,31.236,#99814D,-33.347,3.951,#34937C,11.1,38.41,5.14,25.82
152,55.0,10.401,-57.63,#3284E8,17.088,-64.866,#3381F5,32.436,-30.671,#A271B9,9.85,34.82,2.16,26.04
153,55.0,18.491,-16.529,#977AA0,29.509,-5.338,#B0708E,-14.445,-19.99,#478CA6,15.7,33.12,9.79,31.06
154,55.0,22.973,8.399,#AE7476,37.263,7.881,#C26978,-2.606,26.646,#8F8455,14.3,31.42,6.48,27.3
155,55.0,-18.523,-11.337,#4B8E97,-10.441,-29.261,#3D8BB6,7.348,0.214,#917F83,19.66,28.33,11.7,34.67
156,55.0,20.516,-12.066,#9E7899,18.11,3.249,#A4787F,-11.366,5.74,#738979,15.5,36.52,9.77,29.11
157,55.0,15.116,-17.094,#907CA1,14.403,-9.516,#957C94,-22.617,-5.91,#488F8D,7.61,39.35,4.77,31.74
158,55.0,-31.481,16.68,#4F9166,-36.13,2.793,#22947E,4.406,11.617,#938070,14.64,36.24,8.84,26.69
159,55.0,14.927,23.178,#A9795C,12.227,18.371,#A37B65,-19.878,29.28,#738C50,5.51,35.34,2.65,27.89
160,55.0,-17.011,21.394,#738B5E,-29.342,16.503,#549066,12.029,7.413,#9D7C77,13.27,32.23,7.79,31.41
161,55.0,13.441,33.474,#AA7A4A,10.916,27.375,#A57C55,-14.681,9.472,#6F8A73,6.6,36.97,2.67,27.09
162,55.0,11.566,-53.802,#4882E1,19.769,-64.013,#457FF3,25.688,-18.766,#A175A4,13.1,37.78,2.44,25.76
163,55.0,-3.1,51.228,#978323,-17.634,52.159,#808A1E,25.549,23.592,#B8725C,14.56,39.81,8.95,26.91
164,55.0,28.752,3.833,#B4707E,47.593,-0.956,#CD5F87,-0.29,10.482,#8B8372,19.44,29.79,7.6,25.5
165,55.0,34.875,12.495,#C16B70,17.43,15.104,#A9786A,-4.205,14.028,#86856B,17.64,39.11,10.05,30.44
166,55.0,11.094,33.687,#A77B49,20.457,21.74,#B0755F,34.992,1.712,#BC6B82,15.18,39.92,11.27,28.88
167,55.0,-24.536,-16.893,#1F91A0,-8.346,-5.616,#6E888D,-26.983,22.944,#608F5B,19.73,39.91,11.42,26.37
168,55.0,-4.143,54.376,#96841A,-19.081,52.067,#7D8B1E,35.853,54.45,#CD6821,15.11,40.0,9.32,25.54
169,55.0,5.008,-53.698,#2586E1,11.474,-57.25,#3A83E7,24.965,-26.213,#9976B1,7.38,33.97,3.14,26.69
170,55.0,-17.167,26.158,#768B55,-14.456,37.951,#80893F,15.797,25.357,#AB7959,12.1,32.97,6.13,26.87
171,55.0,40.454,-29.865,#B06AB8,30.825,-13.876,#AD709C,0.524,-31.455,#5D86BA,18.67,39.96,7.52,26.01
172,55.0,21.27,13.275,#AE756E,27.837,25.104,#BC705A,-8.128,-2.39,#728887,13.53,33.31,6.51,31.65
173,55.0,16.642,-15.924,#947B9F,21.217,-29.943,#8E79B8,-6.275,-41.834,#1A8BCC,14.75,34.59,7.48,30.57
174,55.0,-1.673,48.967,#988229,-6.048,38.798,#8F853E,32.349,30.103,#C36C51,11.07,38.9,4.92,27.41
175,55.0,-8.423,-31.553,#3F8BBA,-3.971,-36.122,#4389C2,8.639,0.103,#937F84,6.38,35.96,2.77,29.69
176,55.0,14.02,19.72,#A67A62,18.555,17.797,#AC7766,-18.32,10.813,#698C70,4.93,33.54,4.11,31.25
177,55.0,-30.062,3.292,#40917D,-26.584,22.3,#608F5C,7.539,-6.247,#8C808F,19.32,38.79,11.57,33.5
178,55.0,-8.555,-35.19,#318BC0,-2.23,-34.569,#4E88BF,7.734,-8.088,#8B8092,6.36,31.62,4.51,27.63
179,55.0,-28.413,-9.872,#249294,-20.757,-10.736,#458E95,4.978,-14.291,#80829C,7.7,33.68,4.21,25.81
180,55.0,48.364,-43.455,#B064D0,53.445,-62.192,#A362F1,19.454,-68.846,#2980FC,19.41,38.48,6.57,25.82
