trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
53,55.0,4.765,-37.05,#5E84C4,16.304,-45.932,#6C7ED3,40.031,-25.68,#B36AB1,14.56,37.05,4.77,26.25
54,55.0,14.997,29.646,#AB7951,14.922,28.731,#AB7953,25.763,-4.784,#AB738D,0.92,36.07,0.44,25.74
55,55.0,24.877,-5.18,#AA748D,17.643,2.616,#A37980,-4.015,-11.238,#718797,10.64,29.52,6.43,27.75
56,55.0,37.75,14.26,#C6686D,53.263,23.332,#DD565E,1.447,24.83,#958159,17.97,37.81,5.73,27.58
57,55.0,27.791,31.774,#BE6F4E,36.573,49.44,#CD672D,-10.588,35.92,#868744,19.73,38.6,6.41,28.76
58,55.0,28.18,7.061,#B57179,37.983,17.198,#C76768,-7.491,17.042,#828766,14.1,37.04,6.37,33.42
59,55.0,-19.441,15.874,#6A8C68,-22.514,33.611,#708D47,11.446,-5.029,#947D8D,18.0,37.3,8.41,36.88
60,55.0,35.467,1.39,#BD6B83,50.603,-3.66,#D05C8C,2.393,-19.817,#7484A6,15.96,39.29,5.78,26.97
61,55.0,5.105,-26.458,#7183B1,17.429,-37.16,#7D7DC4,38.234,-8.536,#BC6993,16.32,37.67,5.35,25.63
62,55.0,3.529,-25.205,#6F84AF,13.127,-15.619,#8E7D9F,29.256,4.059,#B5707E,13.57,38.96,13.31,27.3
63,55.0,-8.568,-18.575,#5C89A3,-19.036,-14.49,#438E9C,14.581,-3.774,#9A7B8B,11.24,27.48,8.28,31.26
64,55.0,-8.958,-35.435,#2D8BC1,0.394,-50.611,#0F88DB,13.677,-5.289,#977C8D,17.83,37.7,4.62,33.44
65,55.0,-20.043,-4.682,#528E8B,-29.636,-3.874,#319289,9.637,6.062,#987E7A,9.63,31.56,4.99,32.76
66,55.0,3.964,20.759,#978060,14.355,8.589,#A17A75,-9.232,-11.449,#658997,16.0,34.81,15.21,26.28
67,55.0,38.169,-49.25,#976FDA,29.521,-35.884,#9774C2,2.223,-53.402,#0188E0,15.92,36.19,4.87,25.14
68,55.0,8.719,16.42,#9D7E68,10.069,6.395,#997D79,-14.898,-10.28,#588C95,10.12,35.65,7.95,29.33
69,55.0,-10.452,-21.231,#518BA8,8.212,-16.162,#8480A0,24.858,-19.069,#9F75A5,19.34,35.38,20.48,29.42
70,55.0,9.954,46.877,#A97C2F,21.197,59.667,#BB740C,41.623,25.957,#CF6359,17.03,37.95,6.59,26.03
71,55.0,16.861,16.869,#A97867,12.58,0.681,#9A7C83,2.449,-16.479,#7884A0,16.75,36.33,11.24,25.47
72,55.0,-2.629,-30.908,#5588B9,-2.88,-40.496,#3989C9,0.299,6.619,#898378,9.59,37.64,3.42,25.86
73,55.0,22.042,5.793,#AC757B,37.937,-3.757,#BE698B,4.895,41.55,#A07F3A,18.54,39.66,9.31,27.83
74,55.0,-0.495,-45.339,#3088D2,-5.397,-37.987,#368AC5,26.711,-25.171,#9D75AF,8.84,33.87,2.25,28.63
75,55.0,7.042,-52.727,#3885DF,16.142,-61.161,#4081EE,40.807,-36.063,#AB6AC3,12.41,37.65,3.32,27.93
76,55.0,22.929,-0.829,#A97586,14.126,-7.766,#967C91,-2.324,11.393,#888470,11.21,28.06,7.5,27.49
77,55.0,-25.345,-3.058,#449088,-36.034,2.762,#22947E,13.527,-4.304,#987C8B,12.17,38.89,6.09,40.63
78,55.0,28.783,4.856,#B5707C,14.057,15.902,#A47A69,3.919,-25.581,#7084B0,18.41,39.3,13.44,27.25
79,55.0,4.308,33.225,#9D7F4A,-10.435,23.127,#80885B,-23.456,8.175,#5A8E75,17.87,37.39,13.32,25.49
80,55.0,0.103,-49.604,#1888DA,10.735,-58.883,#2D84EA,33.72,-39.088,#9B71C8,14.11,35.22,4.33,27.22
81,55.0,-26.601,8.584,#529074,-35.296,17.175,#449365,5.087,3.317,#8F817E,12.22,32.12,5.31,30.07
82,55.0,-1.394,-47.985,#1789D7,17.143,-43.508,#727ECF,18.617,-20.767,#937AA8,19.07,33.78,14.7,28.06
83,55.0,27.877,-6.344,#AD728F,35.153,-9.6,#B66C95,-0.161,-30.166,#5E86B8,7.97,36.79,3.32,29.38
84,55.0,-22.905,-3.183,#4C8F88,-13.764,1.86,#6A8A80,4.491,10.811,#938071,10.44,30.76,6.84,27.2
85,55.0,27.818,-7.687,#AC7292,46.133,-5.367,#C9618E,4.119,14.693,#94806B,18.46,32.6,7.26,25.45
86,55.0,-23.727,-13.258,#32909A,-15.883,-23.518,#378DAC,4.959,-11.38,#838297,12.91,28.75,8.22,25.72
87,55.0,-21.711,36.233,#738D42,-23.296,42.309,#728D36,12.681,28.613,#A87A53,6.28,35.23,2.21,25.4
88,55.0,-4.835,18.959,#888563,-14.583,23.392,#798A5A,31.951,6.458,#BA6E7A,10.71,38.85,7.41,32.36
89,55.0,-9.07,27.891,#858753,-18.394,44.068,#7C8B33,28.626,28.492,#BE6F54,18.67,37.7,7.04,28.56
90,55.0,-10.198,26.9,#838854,-25.904,21.555,#618F5D,24.827,20.711,#B67261,16.59,35.57,10.59,29.26
91,55.0,-16.376,11.023,#6D8B70,-18.357,10.442,#688C71,20.39,12.641,#AC766F,2.06,36.8,1.45,36.63
92,55.0,-14.623,22.204,#788A5D,-28.722,19.481,#599061,12.684,2.691,#9B7C7F,14.36,33.56,8.29,32.6
93,55.0,20.957,-11.88,#9F7899,31.321,3.36,#B86E7F,-16.998,-8.109,#558D91,18.43,38.14,10.9,34.6
94,55.0,-7.321,40.92,#8D863A,-0.693,42.27,#988238,21.148,19.743,#B17563,6.76,35.48,4.78,26.22
95,55.0,-4.537,-29.809,#5288B7,7.623,-25.983,#7781B0,7.67,1.219,#927F82,12.75,33.34,11.56,25.84
96,55.0,25.864,18.899,#B77264,43.339,23.717,#D0625D,-6.978,15.389,#828669,18.13,33.03,7.09,28.64
97,55.0,-19.44,19.97,#6E8C60,-26.335,25.602,#638F56,17.853,12.483,#A9786F,8.9,38.04,3.69,34.92
98,55.0,26.623,-29.775,#9875B7,9.962,-39.077,#6882C7,-10.056,-36.641,#1E8CC3,19.08,37.32,15.33,29.79
99,55.0,14.352,37.299,#AD7943,9.833,23.859,#A27D5B,-14.405,13.246,#738A6C,14.18,37.49,5.74,26.06
100,55.0,-6.521,-22.887,#5A89AB,-3.214,-5.932,#78868E,31.207,-17.614,#AB70A3,17.27,38.09,10.25,29.82
101,55.0,8.773,38.018,#A57D41,22.254,30.819,#B6744F,-23.418,21.44,#668E5E,15.28,36.21,11.44,25.1
102,55.0,7.831,42.299,#A57D39,21.626,46.27,#B97432,-25.538,22.313,#628F5C,14.36,38.9,8.83,25.58
103,55.0,-4.209,-25.947,#5A88B0,-7.537,-27.72,#4C8AB3,26.6,-11.149,#A87397,3.77,34.18,2.83,29.97
104,55.0,-23.386,-20.556,#1190A6,-21.594,-14.076,#3A8F9B,-16.42,15.577,#708B68,6.72,36.8,3.46,25.49
105,55.0,-31.074,-5.021,#26928B,-23.402,-1.948,#4D8F86,1.873,-4.205,#84838B,8.26,32.96,3.98,25.64
106,55.0,-24.131,-16.864,#2290A0,-34.349,-4.81,#06948B,11.414,-0.562,#977D85,15.8,39.11,10.14,44.13
107,55.0,14.95,-62.284,#3482F0,3.681,-53.576,#1987E1,33.496,-28.573,#A570B6,14.24,38.48,4.67,26.16
108,55.0,12.487,17.364,#A37B66,16.126,34.755,#AE7848,19.278,-21.366,#947AA9,17.77,39.32,8.4,25.94
109,55.0,40.03,-18.397,#B869A4,29.765,-29.029,#9F73B6,6.827,-34.393,#6983BF,14.78,36.85,8.38,25.56
110,55.0,33.89,-34.198,#A170BF,25.563,-22.363,#9E75AB,-3.463,-38.675,#3D89C6,14.47,37.62,5.42,27.6
111,55.0,11.415,-19.272,#877FA5,-5.995,-11.548,#6C8897,7.224,20.188,#9C7E61,19.05,39.68,17.8,28.05
112,55.0,-1.071,24.225,#91835A,-5.342,22.665,#89855C,30.687,0.714,#B66F83,4.55,39.51,4.18,31.98
113,55.0,-28.913,12.567,#51906D,-24.037,17.959,#628E64,-21.29,-24.555,#0390AD,7.27,37.9,4.42,25.83
114,55.0,-17.29,-22.892,#328EAB,-9.611,-28.489,#438BB4,11.681,-21.261,#857FA8,9.5,29.02,5.81,25.03
115,55.0,33.155,11.05,#BE6C72,19.545,22.533,#AF765E,5.612,32.365,#9E7F4B,17.81,34.83,12.66,26.4
116,55.0,-15.251,22.214,#778A5D,-17.655,24.609,#748B58,-15.984,-13.877,#4E8D9B,3.39,36.1,1.55,25.36
117,55.0,-24.235,7.789,#588F75,-39.979,17.521,#339464,14.729,15.651,#A57A69,18.51,39.75,7.44,35.67
118,55.0,-16.313,9.081,#6B8B73,-14.727,-5.083,#608B8C,14.573,-5.177,#997B8D,14.25,34.02,10.5,37.32
119,55.0,12.832,27.255,#A77A55,15.699,42.354,#B07839,-21.662,39.295,#748C3C,15.37,36.54,6.06,25.59
120,55.0,-19.723,15.945,#6A8C67,-16.241,4.034,#678B7C,19.913,13.39,#AC766D,12.41,39.72,7.44,36.77
121,55.0,-17.938,-7.118,#548D8F,-17.174,-11.936,#4E8D98,16.737,2.721,#A27980,4.88,36.04,3.48,41.89
122,55.0,-7.24,-29.462,#498AB6,-1.962,-40.942,#3B88CA,20.439,-19.718,#9779A6,12.63,29.34,3.46,26.88
123,55.0,-2.005,-20.184,#6A86A6,8.621,-31.685,#7281BA,-27.385,10.291,#529071,15.66,39.66,6.22,27.27
124,55.0,-12.914,25.539,#7D8957,-16.134,40.339,#7E8A3B,4.59,-8.764,#858293,15.15,38.51,6.01,31.01
125,55.0,1.414,20.68,#938260,-15.331,29.982,#7B8A4F,27.939,-3.093,#AF728A,19.16,35.62,13.25,29.36
126,55.0,-11.149,-17.999,#558BA2,-17.608,-26.513,#208EB1,17.047,-10.271,#997A96,10.69,29.24,5.03,31.87
127,55.0,-31.331,9.145,#459273,-27.909,-3.406,#3A9189,1.951,29.749,#988150,13.01,39.14,8.4,25.68
128,55.0,6.486,-50.147,#4085DB,23.845,-49.751,#777ADA,38.785,-33.944,#A96CBF,17.36,36.14,11.93,27.2
129,55.0,9.739,-47.871,#5483D7,3.264,-33.835,#6085BE,42.43,-26.669,#B668B2,15.46,38.96,3.0,27.55
130,55.0,13.812,11.685,#A27B70,24.583,21.362,#B67260,-12.328,25.875,#7F8956,14.48,29.74,7.0,27.35
131,55.0,10.481,-30.421,#7880B8,21.687,-24.085,#9578AD,5.617,8.995,#948074,12.87,39.72,10.63,25.19
132,55.0,-28.01,-8.013,#2D9191,-23.472,-11.877,#389097,8.354,-18.754,#8280A4,5.96,37.92,3.9,27.62
133,55.0,18.868,-7.212,#9F7991,4.736,-15.19,#7E829E,-4.886,4.245,#7E867C,16.23,26.37,14.62,28.19
134,55.0,18.226,20.0,#AC7762,30.792,29.015,#C16D53,-10.341,5.455,#74897A,15.47,32.06,6.3,30.56
135,55.0,1.469,-19.265,#7384A5,-3.057,-38.419,#3F89C6,25.996,6.571,#B27279,19.68,35.62,11.11,26.59
136,55.0,3.948,-20.682,#7683A7,-13.002,-27.647,#378CB3,1.939,18.345,#938164,18.32,39.08,15.74,28.33
137,55.0,-12.791,-13.344,#598B9A,-2.664,-4.039,#7B858A,9.346,-0.919,#937E85,13.75,25.39,10.7,31.37
138,55.0,37.216,19.052,#C76865,27.334,13.671,#B7716D,7.507,45.468,#A57D32,11.25,39.76,4.31,27.95
139,55.0,9.663,-47.221,#5583D6,17.638,-32.254,#847CBC,23.088,-11.82,#A27699,16.96,37.86,13.12,25.76
140,55.0,-2.99,21.25,#8C845F,4.186,19.52,#978062,11.734,-10.736,#907E96,7.38,35.21,7.75,30.32
141,55.0,27.123,27.387,#BC7056,7.693,24.131,#9E7E5A,-6.953,33.434,#8B8649,19.7,34.61,12.86,26.51
142,55.0,35.342,-11.946,#B56C99,40.359,-21.109,#B769A9,4.665,-33.198,#6584BD,10.45,37.32,4.48,27.21
143,55.0,-21.789,-19.034,#2890A4,-30.464,-6.747,#23928E,-3.453,12.777,#87856E,15.04,36.72,9.9,25.52
144,55.0,-16.304,14.761,#708B6A,-27.905,19.36,#5A9061,12.121,30.271,#A77B50,12.48,32.38,5.98,25.58
145,55.0,3.976,28.043,#9A8053,3.86,39.005,#9E803F,14.602,-10.105,#957C95,10.96,39.6,4.45,30.12
146,55.0,22.824,1.667,#AA7582,38.088,-2.774,#BF698A,4.25,35.822,#9E7F45,15.9,38.88,7.09,29.14
147,55.0,-18.078,-23.149,#2D8EAB,-5.095,-33.872,#4589BE,11.017,1.304,#987D82,16.84,38.01,9.51,39.65
148,55.0,11.765,-57.695,#3A83E8,22.887,-66.958,#477DF9,49.48,-46.721,#AF64D5,14.47,39.28,4.14,26.11
149,55.0,8.523,25.857,#A07D57,26.056,24.927,#B9715A,-7.049,-7.895,#6E8891,17.56,37.17,12.62,26.8
150,55.0,-4.447,-43.866,#1C8ACF,-5.125,-31.696,#4B89BA,34.856,-41.898,#9A70CD,12.19,39.35,3.54,27.52
151,55.0,-14.873,-26.371,#328DB1,-2.721,-40.676,#3989CA,5.491,-5.628,#89818D,18.77,29.07,8.42,28.23
152,55.0,0.457,49.75,#9C8127,-10.985,57.783,#8C870A,37.761,39.016,#CD6642,13.98,38.82,7.41,26.44
153,55.0,5.275,21.954,#9A7F5E,1.991,24.608,#968159,19.216,-11.3,#9C7998,4.22,36.06,3.68,28.09
154,55.0,-18.482,1.791,#5F8D80,-19.097,13.882,#6A8C6B,8.046,18.29,#9C7E64,12.11,31.24,7.95,28.36
155,55.0,-6.778,43.654,#8F8534,-6.803,42.402,#8F8537,29.825,42.33,#C36D3B,1.25,36.63,0.44,25.47
156,55.0,-17.494,31.634,#788B4B,-20.262,22.811,#6E8C5B,16.238,27.919,#AC7854,9.25,33.94,5.13,26.3
157,55.0,-10.509,-23.164,#4D8BAB,-2.855,-26.008,#5E87B0,27.678,-17.623,#A573A3,8.17,38.59,6.01,32.13
158,55.0,-19.339,16.333,#6B8C67,-22.973,21.371,#678E5E,10.41,37.276,#A77C43,6.21,36.38,2.81,25.45
159,55.0,22.737,-9.951,#A37695,32.793,-12.005,#B16E99,-12.868,-19.535,#4D8CA5,10.26,36.87,4.56,36.01
160,55.0,-16.906,53.214,#818A1B,-4.994,44.473,#928433,21.47,54.022,#BA7420,14.78,38.38,7.12,25.28
161,55.0,-19.445,14.224,#698C6A,-16.883,14.98,#6F8B69,15.824,25.772,#AB7958,2.67,37.11,1.8,30.61
162,55.0,1.281,-40.403,#4B87C9,18.718,-36.348,#817CC3,36.493,-30.719,#A86DB9,17.9,36.52,14.41,27.35
163,55.0,39.266,-9.675,#BC6895,37.285,-14.02,#B76B9D,5.665,-28.957,#6F83B6,4.78,38.74,2.54,26.26
164,55.0,-16.546,31.305,#7A8A4C,-18.472,36.584,#798B42,20.118,18.252,#AE7665,5.62,38.92,2.1,31.26
165,55.0,-25.836,-4.493,#40908B,-40.76,6.023,#029578,5.355,0.416,#8D8183,18.26,31.58,9.18,36.96
166,55.0,-13.464,31.802,#80894B,-11.509,36.274,#858843,22.789,28.538,#B67353,4.88,36.4,2.66,28.25
167,55.0,-11.39,-20.757,#4F8BA7,-2.348,-30.323,#5787B8,10.413,10.97,#9C7D71,13.16,38.5,7.52,32.92
168,55.0,-20.497,28.12,#718C52,-9.568,29.472,#858750,9.566,7.122,#997E78,11.01,36.67,7.17,29.97
169,55.0,-23.374,-19.253,#1B90A4,-7.545,-21.686,#5989A9,12.927,-15.771,#8D7D9F,16.01,36.47,10.24,32.51
170,55.0,30.301,-4.641,#B2708D,40.824,-14.196,#BC689D,7.044,26.784,#9F7E56,14.21,39.09,5.98,29.51
171,55.0,22.151,-33.203,#8C79BD,28.722,-29.355,#9C74B7,-16.113,-27.412,#268EB2,7.61,38.7,5.31,25.78
172,55.0,28.196,16.542,#B97068,27.748,18.15,#B97066,1.985,40.834,#9C813B,1.67,35.74,1.17,26.36
173,55.0,-19.362,-11.783,#488E97,-13.17,-24.943,#3F8CAE,1.514,17.513,#928266,14.54,35.97,9.12,26.64
174,55.0,51.089,-49.463,#AE62DA,57.603,-45.621,#BD5AD4,14.057,-64.026,#2283F3,7.56,39.79,3.53,26.67
175,55.0,24.879,29.639,#B97252,41.351,24.523,#CE645C,-8.341,20.073,#828761,17.25,34.57,10.42,26.11
176,55.0,6.121,27.203,#9D7F55,14.42,16.854,#A57A67,5.111,-12.049,#828298,13.27,39.26,10.96,27.43
177,55.0,22.48,-11.795,#A17698,18.555,-5.317,#9F798D,2.594,19.034,#948163,7.57,36.69,4.21,29.41
178,55.0,-13.277,-22.393,#458CAA,-5.083,-28.127,#5489B4,19.019,-7.168,#9F7890,10.0,35.71,6.43,37.16
179,55.0,-28.268,-5.137,#34918C,-36.36,4.357,#26947B,6.713,-16.985,#8081A1,12.48,36.93,7.26,27.08
180,55.0,22.692,44.321,#BA7336,28.806,32.856,#BF6F4C,-14.575,31.343,#7D894C,12.99,39.46,8.21,26.94
