trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
17,55.0,4.561,-35.533,#6184C1,23.73,-30.982,#9278B9,42.517,-25.792,#B667B1,19.7,39.19,15.6,26.64
18,55.0,8.96,17.744,#9E7D65,5.587,5.887,#92807A,-21.413,25.67,#6D8D56,12.33,31.39,8.0,25.33
19,55.0,21.633,11.87,#AE7570,12.448,16.324,#A27B68,-4.322,28.562,#8D8452,10.21,30.86,8.39,26.48
20,55.0,17.292,48.695,#B3772C,23.723,43.476,#BB7238,46.544,22.001,#D45E60,8.28,39.6,5.55,26.19
21,55.0,15.864,22.108,#AA795E,29.968,32.035,#C16E4E,-19.18,20.493,#6E8C5F,17.25,35.08,7.28,29.92
22,55.0,7.024,18.194,#9B7F65,-1.038,19.485,#8F8362,38.34,-6.617,#BD6990,8.16,39.95,9.03,27.39
23,55.0,-6.731,16.93,#838666,-10.408,28.026,#838852,22.02,-7.129,#A47690,11.69,37.49,5.66,34.91
24,55.0,18.491,-1.098,#A27886,15.172,7.257,#A27A78,-7.813,24.754,#868658,8.99,36.88,6.5,33.35
25,55.0,6.281,22.455,#9C7F5D,-4.729,32.445,#8E854B,-13.624,-11.797,#598B97,14.87,39.62,10.75,29.03
26,55.0,-24.809,4.286,#528F7C,-28.945,-2.684,#379187,4.497,27.211,#9B8055,8.1,37.21,5.25,26.64
27,55.0,-24.075,25.697,#688E56,-32.822,17.669,#4C9264,10.058,29.821,#A47C50,11.87,34.38,6.73,25.51
28,55.0,18.564,4.576,#A6787C,3.418,14.415,#93816B,-19.216,1.211,#5C8D81,18.06,37.93,17.65,40.04
29,55.0,23.801,8.65,#B07476,39.765,14.602,#C9666C,-5.112,23.404,#8A855B,17.04,32.46,6.82,29.22
30,55.0,6.772,-50.09,#4185DB,-2.664,-46.906,#1289D5,41.146,-30.239,#B169B9,9.96,39.69,5.39,29.26
31,55.0,36.889,-5.179,#BC6A8E,51.052,4.091,#D45B7F,-0.855,-12.639,#768599,16.93,38.47,6.88,26.87
32,55.0,-18.616,14.673,#6B8C6A,-27.368,27.288,#628F53,-0.332,-15.331,#74859E,15.35,35.14,6.59,26.78
33,55.0,28.982,37.209,#C16E44,30.872,43.732,#C56C38,-7.937,32.068,#89864B,6.79,37.27,2.52,26.29
34,55.0,-26.565,-14.176,#1D919B,-19.373,-27.083,#048FB2,5.83,5.045,#91807B,14.78,37.67,8.73,30.57
35,55.0,-24.938,12.099,#5B8F6E,-22.998,6.029,#598E79,4.713,5.869,#90817A,6.37,30.3,3.74,27.82
36,55.0,-2.833,-47.162,#0B8AD5,13.94,-48.434,#6080D8,29.147,-24.386,#A273AE,16.82,39.26,11.02,32.83
37,55.0,31.192,-29.259,#A172B7,25.78,-26.839,#9A76B2,-6.915,-39.52,#258BC8,5.93,39.46,2.34,31.62
38,55.0,5.345,21.761,#9A7F5E,11.038,22.97,#A37C5C,-27.149,-0.234,#439083,5.82,39.24,4.99,28.7
39,55.0,23.445,30.755,#B8734F,20.235,14.069,#AD766C,-7.269,11.311,#7F8770,16.99,36.35,9.26,26.4
40,55.0,-31.382,13.03,#4A916C,-23.863,28.378,#6A8E51,7.57,19.397,#9C7E63,17.09,39.47,9.74,29.28
41,55.0,19.847,10.927,#AB7772,0.268,7.716,#8A8376,-16.008,22.426,#768A5C,19.84,37.65,18.55,34.4
42,55.0,-20.697,-22.117,#218FA9,-13.701,-29.484,#2C8DB6,15.158,-16.948,#907CA1,10.16,36.23,5.82,32.64
43,55.0,-4.21,-46.023,#028AD3,-13.202,-28.612,#328DB5,11.394,-16.195,#8A7EA0,19.6,33.66,6.72,26.68
44,55.0,-11.091,18.071,#7C8864,-4.066,4.229,#7F867C,7.221,-10.103,#888095,15.52,33.6,10.15,31.03
45,55.0,7.885,-54.574,#3385E2,18.266,-48.533,#6C7ED8,24.514,-23.044,#9B76AC,12.01,35.65,9.56,26.31
46,55.0,-17.904,6.228,#658C78,-28.228,6.182,#4A9178,5.561,-14.668,#81829D,10.32,31.42,5.57,25.51
47,55.0,-2.886,-31.979,#5288BB,4.789,-39.818,#5885C8,22.613,-19.307,#9B77A5,10.97,28.47,3.52,25.53
48,55.0,-29.155,17.888,#569064,-24.91,9.81,#588F72,-16.935,-20.076,#3D8EA6,9.13,39.88,4.51,27.41
49,55.0,38.192,33.594,#CC664C,44.244,42.155,#D6603C,2.162,46.192,#9D8030,10.48,38.17,3.23,26.44
50,55.0,-7.712,-36.197,#318BC2,0.088,-20.455,#6E85A7,21.59,-21.502,#9778A9,17.57,32.78,10.73,29.45
51,55.0,10.631,39.87,#A87B3E,-1.13,26.999,#928355,30.251,9.771,#B96F74,17.44,35.93,9.73,25.74
52,55.0,-9.29,-21.483,#548AA8,-16.803,-5.437,#5A8C8C,17.691,-7.016,#9D7990,17.72,30.61,12.56,32.77
53,55.0,-14.709,42.336,#828937,-12.194,53.165,#89881C,16.058,18.346,#A97965,11.12,39.01,4.5,27.28
54,55.0,-7.777,-38.233,#278BC5,2.673,-23.175,#7084AB,11.142,-7.741,#917E91,18.33,35.88,12.84,31.02
55,55.0,27.689,-19.654,#A373A6,28.375,-8.335,#AD7293,-5.751,-40.016,#2B8AC9,11.34,39.15,6.54,33.68
56,55.0,-17.491,22.969,#738B5B,-14.675,38.156,#80893F,13.597,5.782,#9F7B7A,15.45,35.52,7.8,33.41
57,55.0,3.099,-41.544,#4E86CB,-5.207,-31.552,#4B89BA,32.199,-23.868,#A770AD,12.99,34.05,3.91,27.19
58,55.0,28.374,-9.802,#AC7295,12.22,-18.522,#897EA4,-0.824,-30.48,#5B87B8,18.36,35.78,12.46,29.31
59,55.0,20.323,-13.117,#9D789B,10.358,-25.75,#7E80B0,0.802,-37.054,#5286C4,16.09,30.89,12.9,26.24
60,55.0,17.242,5.827,#A4797A,-0.751,1.813,#848480,-2.638,32.27,#92834B,18.43,33.08,18.21,26.75
61,55.0,-20.603,-7.197,#4C8E8F,-6.004,-13.579,#69889B,10.588,-20.727,#847FA7,15.93,34.0,12.83,26.53
62,55.0,25.402,-7.095,#A97491,12.422,-16.585,#8C7EA0,0.974,18.248,#918264,16.08,35.2,11.26,29.45
63,55.0,19.316,31.547,#B2764E,27.595,21.676,#BA7060,-12.808,50.109,#878825,12.88,37.1,9.48,25.13
64,55.0,-18.433,10.008,#688C72,-34.256,-0.826,#219384,10.952,23.606,#A37C5B,19.18,32.38,11.15,28.14
65,55.0,-35.416,6.675,#319377,-21.192,5.283,#5C8E7A,4.026,8.095,#908176,14.29,39.47,6.45,28.76
66,55.0,7.745,44.404,#A57D34,-4.26,39.483,#92843D,29.299,11.363,#B96F71,12.98,39.45,8.78,27.55
67,55.0,-1.08,-38.668,#4788C6,12.55,-30.383,#7C7FB8,24.767,-12.566,#A4759A,15.95,36.73,14.01,30.54
68,55.0,13.43,28.845,#A97A52,11.58,43.788,#AA7B36,29.021,-2.714,#B17189,15.06,35.2,7.06,25.69
69,55.0,-15.12,-21.984,#3F8DA9,-16.936,-7.078,#578D8F,5.822,-5.196,#8A818D,15.02,26.84,9.52,28.22
70,55.0,38.428,3.42,#C2687F,26.844,10.027,#B57174,6.489,26.312,#9D7E56,13.34,39.3,6.98,28.56
71,55.0,1.83,-29.456,#6485B6,3.567,-32.88,#6385BC,-6.534,6.271,#7C8779,3.84,36.69,0.91,25.67
72,55.0,0.221,-39.252,#4A87C7,-9.888,-30.262,#3D8BB7,29.216,-19.417,#A672A6,13.53,35.13,5.96,29.05
73,55.0,28.435,4.872,#B5717C,22.626,20.496,#B37461,0.574,21.318,#92825F,16.67,32.35,11.91,27.27
74,55.0,-13.031,-20.21,#4B8CA6,-11.568,-4.991,#678A8C,-11.268,15.956,#7B8968,15.29,36.21,9.55,26.88
75,55.0,-14.539,-22.321,#408DAA,-6.925,-38.683,#2A8BC6,21.858,-28.618,#9179B5,18.05,36.94,7.89,25.45
76,55.0,-20.216,-7.414,#4D8E90,-12.98,-3.418,#668A89,4.492,-4.917,#88818C,8.27,24.83,5.28,26.52
77,55.0,-0.713,-32.5,#5887BC,5.39,-46.868,#4785D5,18.075,-11.463,#9A7998,15.61,28.21,2.86,25.31
78,55.0,3.224,41.334,#9E803A,6.67,30.78,#9F7E4E,30.578,18.671,#BD6E65,11.1,35.52,5.33,26.06
79,55.0,-21.467,32.705,#718D49,-11.106,34.023,#858847,6.513,9.233,#957F74,10.45,36.52,6.51,25.48
80,55.0,32.132,-0.916,#B76E86,46.5,9.239,#D05F76,-3.408,6.501,#828578,17.59,36.31,7.43,30.77
81,55.0,-26.676,24.196,#618F59,-41.773,20.055,#30955F,-15.674,-12.818,#518C99,15.66,38.61,7.32,25.49
82,55.0,-17.452,-18.31,#408EA3,-21.623,-23.15,#1090AB,14.594,-21.675,#8B7DA9,6.39,32.22,2.84,26.66
83,55.0,-4.037,-33.731,#4A89BE,2.263,-38.907,#5286C7,23.601,-15.981,#A076A0,8.15,32.85,3.29,29.37
84,55.0,-9.781,-25.805,#498BB0,5.254,-13.388,#81829B,14.29,0.811,#9D7B83,19.5,35.89,18.81,34.23
85,55.0,-6.563,-22.582,#5A89AA,9.491,-33.18,#7181BD,28.927,-19.882,#A572A6,19.24,35.59,9.9,27.68
86,55.0,-18.77,3.228,#608D7E,-2.109,4.797,#83847B,13.457,16.685,#A47B68,16.73,34.92,14.84,33.24
87,55.0,-21.709,-23.259,#0D90AB,-21.686,-14.01,#3A8F9B,2.867,3.352,#8B827E,9.25,36.22,5.08,25.68
88,55.0,38.572,-29.656,#AD6CB8,51.713,-40.818,#B860CB,11.008,-52.576,#4A83DF,17.24,35.85,4.84,26.26
89,55.0,21.099,3.048,#A9767F,32.164,-2.854,#B66E8A,-0.518,-21.482,#6B86A8,12.54,32.7,6.48,27.15
90,55.0,-21.742,-23.373,#0B90AB,-22.102,-16.692,#2F8FA0,9.546,-11.806,#8B7F98,6.69,33.36,3.62,32.18
91,55.0,2.663,-23.471,#7084AC,16.968,-37.344,#7C7DC4,31.202,-0.114,#B66F85,19.93,36.88,6.13,26.78
92,55.0,-9.447,-28.097,#458BB4,-14.815,-12.669,#548C99,-28.123,5.721,#4A9079,16.34,38.63,9.52,25.36
93,55.0,-8.315,-25.028,#508AAE,5.199,-20.121,#7A82A6,18.912,-8.62,#9E7993,14.38,31.79,13.92,32.13
94,55.0,16.837,9.028,#A57975,28.763,-5.041,#B0718D,-5.933,-16.088,#66889F,18.44,33.9,11.74,31.38
95,55.0,-25.08,-17.223,#1891A1,-13.945,-10.608,#5A8B95,2.181,4.736,#8B827C,12.95,35.01,6.66,25.6
96,55.0,11.244,44.559,#AA7B34,29.254,50.805,#C46E29,-26.966,39.187,#6A8F3C,19.06,38.59,10.45,25.65
97,55.0,34.428,4.077,#BD6C7E,53.77,6.166,#D8577B,-0.608,23.13,#91835C,19.45,39.88,6.5,31.19
98,55.0,26.916,-28.603,#9A75B5,14.25,-16.124,#8F7CA0,4.843,-54.454,#1D86E2,17.78,33.99,7.57,26.99
99,55.0,7.121,36.418,#A27E44,-3.365,21.899,#8C845E,36.537,9.481,#C26975,17.91,39.89,10.44,29.15
100,55.0,-13.843,-25.342,#3B8DAF,2.441,-33.127,#5F85BD,-31.748,10.387,#469271,18.05,39.96,11.09,26.65
101,55.0,29.601,35.633,#C16E47,22.77,16.903,#B27468,-8.253,47.055,#8E862D,19.94,39.54,9.15,28.12
102,55.0,14.93,29.64,#AB7951,21.288,39.913,#B7743E,36.676,-1.497,#BD6A87,12.08,37.98,4.42,26.69
103,55.0,-7.007,45.957,#8F852F,-4.794,51.838,#948421,27.847,26.426,#BC7057,6.28,39.95,2.6,28.78
104,55.0,-12.384,-32.448,#268DBB,-1.304,-37.743,#4988C5,5.898,1.345,#8F8082,12.28,38.42,6.92,29.86
105,55.0,20.995,-16.509,#9B78A0,13.303,-30.791,#7D7FB9,5.539,-45.743,#4B85D3,16.22,33.07,12.31,25.4
106,55.0,-18.256,16.039,#6D8C67,-4.114,11.551,#858570,-18.232,-21.995,#318EA9,14.84,38.03,11.25,27.14
107,55.0,31.8,-6.219,#B36F8F,34.858,-12.679,#B46D9A,-5.695,-18.175,#6488A3,7.15,39.36,3.56,32.51
108,55.0,17.486,-12.724,#987A9A,21.044,-24.27,#9479AE,-12.988,-6.37,#628B8E,12.08,31.13,6.45,29.89
109,55.0,-1.041,-23.941,#6686AD,-1.325,-36.792,#4B88C3,-27.431,4.78,#4B907B,12.85,39.0,5.3,25.92
110,55.0,-13.651,-33.724,#108DBD,-16.242,-26.632,#298EB1,5.549,-3.594,#8B818A,7.55,35.73,3.42,30.75
111,55.0,-25.721,26.448,#658F54,-26.707,32.197,#678F4A,11.442,25.773,#A57B58,5.83,37.17,2.5,27.77
112,55.0,21.698,17.734,#B17566,12.452,17.089,#A37B67,-4.454,47.824,#94842B,9.27,39.87,6.48,27.03
113,55.0,14.797,-11.282,#957C97,6.868,-26.431,#7582B1,-10.074,13.487,#7B886C,17.1,35.1,14.3,34.71
114,55.0,-15.467,23.896,#788A5A,-1.744,29.742,#928350,9.305,-5.804,#907F8E,14.92,38.67,11.39,34.12
115,55.0,21.935,-24.711,#9578AF,35.507,-12.686,#B56C9A,-10.76,-26.592,#448BB1,18.13,32.75,10.92,26.42
116,55.0,-25.639,37.005,#6B8E41,-11.099,36.757,#868842,13.303,36.378,#AB7A44,14.54,38.95,8.32,27.11
117,55.0,-19.354,31.306,#758C4C,-2.008,24.698,#8F8359,14.54,14.891,#A57A6B,18.56,37.66,11.75,29.8
118,55.0,24.434,-15.138,#A2759E,12.899,-4.466,#977C8C,11.238,20.796,#A27C60,15.71,38.28,8.63,26.8
119,55.0,-20.504,-21.852,#248FA9,-17.111,-11.085,#508D96,-6.745,14.212,#82866B,11.29,38.6,5.9,26.81
120,55.0,22.907,28.677,#B67353,30.063,31.347,#C16E4F,-15.861,37.463,#7E8A40,7.64,39.75,3.55,29.89
121,55.0,-5.821,31.062,#8C854D,-10.24,26.605,#838855,24.942,6.893,#B07379,6.28,39.12,4.37,31.96
122,55.0,-9.006,-18.811,#5A8AA4,-6.672,-32.652,#438ABC,12.421,14.788,#A17B6B,14.04,39.85,5.95,32.6
123,55.0,32.473,4.153,#BA6D7E,13.208,8.224,#9F7B76,16.098,40.342,#B0783D,19.69,39.72,11.48,27.34
124,55.0,36.22,-13.857,#B56C9C,26.304,-21.866,#9F75AA,7.311,13.497,#997F6D,12.75,39.8,7.23,25.72
125,55.0,13.753,-63.722,#2183F3,30.828,-59.509,#7676EC,44.438,-44.811,#A868D2,17.59,36.04,12.57,25.73
126,55.0,9.03,-40.227,#6482C9,23.955,-27.013,#9677B3,38.333,-15.483,#B76A9F,19.93,38.35,16.57,26.74
127,55.0,8.14,-28.077,#7681B4,-5.317,-27.137,#5589B2,32.653,1.826,#B96D82,13.49,38.67,10.82,25.35
128,55.0,19.94,-22.941,#9379AB,19.35,-30.303,#8A7BB8,-8.58,-38.766,#1C8BC6,7.39,32.62,4.68,29.15
129,55.0,-9.087,-22.768,#528AAB,-13.615,-6.943,#608B8F,15.097,7.683,#A27A77,16.46,38.89,10.92,34.18
130,55.0,-24.132,-7.973,#3F9091,-12.071,7.778,#738976,-0.172,21.265,#91835F,19.84,37.8,13.78,26.39
131,55.0,21.06,6.062,#AA767A,24.148,-0.817,#AB7486,-17.345,-4.727,#598D8B,7.54,39.89,4.99,39.38
132,55.0,7.477,-19.032,#8081A4,24.16,-20.406,#9D76A7,1.074,15.098,#90826A,16.74,34.73,11.37,26.72
133,55.0,-16.106,-21.172,#3D8DA8,-13.975,-22.862,#418CAB,11.938,-10.246,#917D96,2.72,30.1,1.76,32.7
134,55.0,-9.205,-22.622,#528AAA,-15.441,-7.592,#5A8C90,26.479,-25.701,#9C75B0,16.27,35.82,11.07,25.49
135,55.0,12.579,21.714,#A57B5F,23.579,26.721,#B67357,-9.395,4.87,#76887B,12.09,27.69,6.6,26.01
136,55.0,19.308,-1.913,#A37888,13.573,-1.09,#9A7C86,-1.681,-29.501,#5B87B6,5.79,34.66,3.94,28.76
137,55.0,-26.873,-1.73,#429086,-8.129,4.291,#78887C,6.825,19.157,#9B7F63,19.69,39.65,13.3,30.12
138,55.0,-24.924,16.328,#5F8F67,-34.861,23.069,#4C925A,-5.769,-18.757,#6388A4,12.01,39.97,4.62,28.49
139,55.0,-0.662,-42.556,#3B88CD,4.631,-42.154,#5285CD,24.268,-20.632,#9D76A8,5.31,33.2,3.84,28.44
140,55.0,-17.293,15.46,#6F8B68,-30.738,30.244,#5D904D,-4.739,-18.381,#6688A3,19.98,36.09,8.08,27.41
141,55.0,3.88,40.284,#9E7F3C,-5.101,48.994,#938429,30.387,15.244,#BC6E6B,12.51,36.46,6.95,26.86
142,55.0,25.981,0.568,#AF7384,39.474,-1.494,#C16788,6.933,-33.243,#6B83BD,13.65,38.81,5.65,26.33
143,55.0,26.683,-9.036,#AA7394,45.143,-9.54,#C56395,-6.422,-14.1,#68889C,18.47,33.49,7.17,29.95
144,55.0,-23.173,-17.671,#2590A1,-5.797,-8.495,#708792,-13.408,18.231,#788964,19.65,37.21,12.3,25.62
145,55.0,15.877,-27.359,#877DB3,19.376,-34.389,#857BBF,3.787,8.917,#918174,7.85,38.24,3.17,25.19
146,55.0,-2.574,23.821,#8E845A,-3.856,24.235,#8C845A,11.627,-7.655,#927D91,1.35,34.53,1.16,29.48
147,55.0,-18.314,-7.682,#528D90,-19.546,-8.376,#4D8E91,13.797,-16.516,#8E7DA0,1.41,33.3,0.81,29.55
148,55.0,-28.219,-11.384,#1E9296,-12.333,-20.62,#4C8BA7,8.847,-18.305,#8380A3,18.38,37.71,11.76,28.12
149,55.0,-12.911,33.344,#818948,-20.264,27.86,#718C52,24.996,24.651,#B8725A,9.17,38.89,5.91,30.27
150,55.0,-21.815,2.98,#588E7E,-12.623,6.78,#718A78,6.77,22.799,#9C7E5D,9.95,34.78,7.06,27.78
151,55.0,-24.484,34.36,#6C8E46,-37.252,40.005,#54933A,13.21,35.117,#AA7A47,13.96,37.7,5.12,26.79
152,55.0,17.262,-5.195,#9D7A8D,33.045,-9.741,#B36E95,-6.76,21.37,#86865E,16.42,35.82,7.89,33.24
153,55.0,24.654,13.744,#B3736D,24.409,23.146,#B6725D,-5.29,4.55,#7D867C,9.41,31.32,6.14,29.47
154,55.0,10.217,27.306,#A37C55,24.0,33.987,#B9724A,42.674,5.673,#C9647C,15.32,39.01,8.4,26.85
155,55.0,0.101,-45.308,#3488D2,-6.801,-35.944,#378AC1,37.226,-33.716,#A76DBF,11.63,38.89,3.33,29.6
156,55.0,49.074,36.665,#DB5B47,48.736,29.253,#D95B54,12.56,52.594,#AE7A22,7.42,39.84,3.75,25.51
157,55.0,-26.271,4.836,#4E907B,-30.714,10.448,#499171,2.881,-22.518,#7284AA,7.16,39.98,3.71,26.92
158,55.0,36.96,39.941,#CC6740,56.089,35.333,#E4524A,-0.282,53.416,#9B821D,19.68,39.61,10.06,26.84
159,55.0,12.022,-52.937,#4D82E0,18.059,-36.108,#807CC2,34.134,-24.23,#AA6FAE,17.88,36.24,12.38,26.01
160,55.0,-6.617,-32.19,#448ABB,-8.949,-37.246,#248BC4,27.152,-26.164,#9D74B1,5.57,34.3,2.59,27.55
161,55.0,39.948,32.503,#CE654E,44.425,38.725,#D56043,7.753,54.845,#A77D1B,7.67,39.19,2.44,26.2
162,55.0,23.733,39.549,#BA723F,21.945,59.182,#BB730E,-11.877,50.643,#898823,19.71,37.3,8.31,25.91
163,55.0,-0.913,-47.849,#1D89D6,14.146,-57.098,#4781E7,26.701,-25.863,#9C75B1,17.67,35.3,7.11,29.68
164,55.0,-8.147,-27.14,#4C8AB2,-16.163,-27.105,#288EB2,31.4,-21.853,#A871AA,8.02,39.9,5.16,30.99
165,55.0,17.602,42.474,#B37739,0.436,37.622,#988241,-21.666,41.917,#758C37,17.84,39.27,12.0,27.26
166,55.0,-25.888,25.382,#648F56,-25.002,13.252,#5C8F6C,11.577,16.538,#A17C68,12.16,38.49,6.35,30.19
167,55.0,-9.598,-31.589,#398BBA,8.385,-24.358,#7B81AE,21.131,-27.573,#9179B3,19.38,30.99,17.13,25.17
168,55.0,-16.887,-20.805,#3B8EA7,-2.566,-29.705,#5887B7,-31.85,14.588,#4B9269,16.86,38.43,10.73,26.09
169,55.0,-17.737,-16.971,#428EA0,-22.733,-5.449,#498F8C,-14.669,21.47,#788A5E,12.56,38.56,8.89,27.14
170,55.0,-10.398,-18.849,#568AA4,0.477,-25.717,#6785B0,-9.621,17.845,#7F8864,12.86,36.7,9.4,27.63
171,55.0,-24.406,-1.172,#4B8F85,-20.123,6.156,#608D78,3.605,5.504,#8E817A,8.49,28.8,5.81,26.54
172,55.0,12.635,-24.722,#837EAE,3.309,-26.164,#6D84B1,-23.464,-20.089,#1490A6,9.44,36.4,8.39,26.7
173,55.0,-19.675,-20.648,#2E8FA7,-24.184,-8.813,#3C9092,9.335,-0.216,#947E84,12.66,35.48,8.3,39.3
174,55.0,8.244,22.051,#9E7E5E,-0.378,33.784,#968248,26.027,-12.567,#A6749A,14.56,38.92,9.89,28.49
175,55.0,13.208,16.351,#A37B68,-1.247,19.76,#8E8362,-18.658,7.32,#658C76,14.85,33.12,15.59,32.51
176,55.0,-8.646,-26.267,#4C8AB1,-23.529,-16.1,#2A909F,6.81,2.261,#918080,18.02,32.45,11.35,27.47
177,55.0,25.232,-0.892,#AD7386,42.637,6.793,#C9647A,2.854,-29.015,#6884B6,19.03,35.94,8.09,26.9
178,55.0,19.173,-10.058,#9D7995,19.326,-27.984,#8D7AB4,-14.994,-22.469,#3E8DAA,17.93,36.35,10.78,36.93
179,55.0,11.777,-27.904,#7E7FB4,22.678,-43.286,#7F7ACF,-1.569,5.881,#858479,18.85,36.33,5.84,26.44
180,55.0,-20.593,25.992,#6F8C56,-21.614,20.435,#698D5F,9.643,11.365,#9B7D71,5.65,33.59,3.12,28.2
