trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
41,55.0,-24.271,5.777,#558F79,-9.428,1.762,#738880,5.537,27.577,#9D7F54,15.38,36.93,10.1,26.83
42,55.0,3.411,30.262,#9A804F,-0.87,41.589,#988239,-17.32,-1.459,#5E8C86,12.11,37.89,5.59,26.17
43,55.0,27.252,-28.319,#9B75B5,16.106,-16.925,#927BA1,-2.439,-39.085,#4088C7,15.94,31.58,6.67,26.18
44,55.0,35.63,39.611,#CA6840,24.745,47.873,#BD712F,-1.46,51.533,#998223,13.66,38.96,9.07,26.66
45,55.0,18.879,2.96,#A5787F,6.248,-0.358,#8E8084,-4.69,34.473,#8F8447,13.06,39.35,10.28,30.95
46,55.0,24.666,5.155,#AF737C,14.202,16.242,#A57A68,-11.186,-8.354,#648A92,15.25,38.31,11.87,37.66
47,55.0,16.662,-21.561,#8F7BA9,26.344,-19.679,#A174A6,2.413,10.862,#8F8271,9.86,35.42,6.27,26.03
48,55.0,27.952,1.528,#B27182,47.677,-1.452,#CD5F88,-9.784,-3.993,#6C898A,19.95,38.14,7.54,32.16
49,55.0,-4.0,33.614,#908448,-19.363,39.192,#788B3D,25.993,11.033,#B47272,16.34,37.54,9.6,29.8
50,55.0,-8.737,18.923,#818763,2.419,16.283,#928168,15.818,7.596,#A37A77,11.46,27.04,11.95,28.66
51,55.0,1.973,-24.108,#6D84AD,19.377,-33.508,#867BBE,18.401,4.114,#A5787D,19.78,32.66,9.12,25.12
52,55.0,29.139,-20.69,#A572A8,21.334,-3.092,#A5778A,-0.509,2.604,#85847F,19.25,37.7,10.05,25.54
53,55.0,-3.865,25.841,#8D8457,6.328,23.187,#9C7F5C,32.339,30.075,#C36C51,10.53,36.45,9.67,25.64
54,55.0,-21.774,5.734,#5B8E79,-23.332,13.35,#608E6C,3.855,1.415,#8C8181,7.77,25.99,4.69,26.58
55,55.0,1.077,-18.82,#7384A4,0.632,-9.594,#7C8494,36.484,-4.387,#BB6B8C,9.24,38.24,5.65,26.9
56,55.0,-11.397,-25.518,#448BAF,-11.733,-15.347,#588B9E,-25.194,11.661,#5A8F6F,10.18,39.66,5.29,27.59
57,55.0,22.679,13.08,#B0746E,40.014,18.572,#CA6566,0.025,37.378,#988242,18.18,33.22,7.31,25.2
58,55.0,18.941,35.292,#B37647,19.554,39.547,#B5753F,44.078,6.045,#CB627B,4.3,38.56,1.73,25.96
59,55.0,-23.915,-19.16,#1690A4,-23.459,-14.508,#30909C,14.296,-24.746,#877DAE,4.67,38.62,2.59,28.06
60,55.0,3.303,-41.376,#4F86CB,12.091,-31.892,#797FBB,21.689,-16.553,#9C77A1,12.93,30.89,10.97,25.36
61,55.0,18.566,-14.74,#98799D,30.158,-4.173,#B2708C,8.129,22.257,#9E7E5E,15.69,38.44,9.55,28.08
62,55.0,-24.94,-0.198,#4B9083,-32.652,6.169,#3B9278,9.764,6.548,#997E79,10.0,35.35,5.26,34.88
63,55.0,12.895,22.239,#A57B5E,8.649,39.057,#A57D3F,-24.702,31.36,#6A8E4B,17.35,38.69,9.67,28.68
64,55.0,6.451,-49.96,#4085DA,2.355,-34.649,#5C85BF,39.756,-39.657,#A56CC9,15.85,34.86,3.89,25.33
65,55.0,-2.627,-21.982,#6587A9,15.652,-19.165,#8F7CA5,31.658,-9.796,#B16F95,18.49,36.39,17.95,29.17
66,55.0,-26.152,-8.134,#369191,-29.727,-2.346,#359287,6.732,-17.426,#8081A2,6.8,34.17,4.59,26.15
67,55.0,43.046,11.36,#CC6372,45.371,19.089,#D26065,13.092,36.216,#AB7A45,8.07,38.92,4.17,26.99
68,55.0,-19.576,2.946,#5E8D7E,-22.635,-14.758,#33909C,11.941,10.06,#9E7C73,17.97,32.31,12.41,34.04
69,55.0,-20.596,11.796,#648D6F,-11.271,12.554,#78896E,7.903,25.228,#9F7E58,9.36,31.51,6.59,25.78
70,55.0,9.473,30.067,#A37C50,10.25,49.658,#AA7B29,-22.421,10.366,#5F8E71,19.61,37.49,7.37,27.81
71,55.0,31.968,6.455,#BA6E7A,19.592,3.608,#A7777E,-1.621,17.069,#8C8466,12.7,35.23,6.1,28.89
72,55.0,-28.632,24.406,#5D9058,-41.103,39.468,#49943B,5.898,40.647,#A17E3C,19.56,38.16,6.34,25.02
73,55.0,-24.022,16.632,#618E66,-13.489,11.356,#738A70,-8.591,-19.347,#5A8AA5,11.78,39.15,6.3,28.13
74,55.0,23.736,-0.877,#AA7586,26.377,-5.652,#AC738E,-5.758,-12.637,#6B8899,5.46,31.75,3.15,31.38
75,55.0,11.252,33.177,#A77B4A,0.143,18.968,#908263,17.214,-3.197,#9F798A,18.04,36.86,10.39,26.01
76,55.0,-15.668,-20.662,#408DA7,-1.2,-19.301,#6D86A5,4.769,-2.178,#8A8187,14.53,27.56,11.62,28.65
77,55.0,-25.398,-16.337,#1B919F,-9.812,-16.206,#5C8A9F,3.388,2.931,#8C827F,15.59,34.64,9.68,27.08
78,55.0,-1.432,-32.756,#5587BC,-7.821,-30.668,#448AB8,8.262,1.436,#937F81,6.72,35.54,4.34,25.17
79,55.0,32.988,13.928,#BF6C6D,32.814,21.837,#C26C60,-3.407,-2.446,#7B8688,7.91,39.91,4.96,25.45
80,55.0,-1.92,-19.978,#6A86A6,14.451,-16.575,#8F7CA0,26.546,1.664,#B07282,16.72,35.76,17.51,29.55
81,55.0,3.6,-27.716,#6C84B3,10.822,-10.596,#8E7E96,41.504,-15.757,#BC67A0,18.58,39.75,15.83,26.64
82,55.0,25.061,-18.97,#A075A5,22.829,-18.41,#9C77A4,1.776,-47.616,#3287D6,2.3,36.92,1.1,29.76
83,55.0,33.061,-17.064,#AE6FA2,47.215,-9.459,#C86195,2.518,7.253,#8D8277,16.07,39.04,7.19,25.49
84,55.0,-16.006,21.522,#758B5E,-1.393,10.634,#898471,12.216,-0.707,#987C85,18.22,35.92,13.02,34.44
85,55.0,-27.566,8.933,#509073,-32.796,-7.471,#059390,4.847,27.549,#9B7F54,17.22,37.38,11.29,26.45
86,55.0,-20.492,10.396,#638D71,-33.835,19.499,#4B9261,10.668,15.789,#9F7C69,16.15,31.62,6.85,30.59
87,55.0,-17.377,-15.984,#458D9F,0.912,-14.367,#78849C,7.11,-7.34,#8A8090,18.36,25.97,16.03,29.06
88,55.0,-11.304,23.788,#7F885A,-20.813,12.041,#648D6E,18.535,8.072,#A77876,15.11,33.72,10.37,31.68
89,55.0,30.572,10.385,#BA6E73,26.105,5.586,#B1727B,2.551,-16.867,#7884A1,6.56,39.09,3.34,26.5
90,55.0,16.323,-18.358,#917BA4,11.618,-26.733,#7F7FB2,-8.003,-39.253,#1E8BC7,9.61,32.07,7.87,29.18
91,55.0,-17.125,-28.768,#148EB5,-4.6,-40.778,#2E8ACA,4.574,2.512,#8E817F,17.35,38.07,8.35,30.4
92,55.0,-10.157,18.01,#7E8864,-22.561,19.645,#678E61,-0.733,-18.124,#6F85A3,12.51,37.34,7.74,29.27
93,55.0,22.791,-9.587,#A37695,41.758,-7.381,#C16692,-10.388,-14.674,#5D8A9D,19.1,33.57,8.27,32.92
94,55.0,18.297,34.577,#B17648,14.855,35.679,#AD7946,-15.7,46.363,#818A2E,3.61,35.98,2.68,25.2
95,55.0,-8.968,16.063,#7F8768,-17.222,13.598,#6D8B6C,-21.824,-19.844,#2490A5,8.61,38.14,6.83,26.41
96,55.0,8.158,42.522,#A57D38,-8.252,37.072,#8A8642,34.719,15.576,#C26A6A,17.29,37.84,12.16,27.04
97,55.0,22.984,31.62,#B7734E,23.01,41.228,#BA733C,-13.151,47.895,#86882A,9.61,39.63,4.59,27.89
98,55.0,18.92,1.638,#A47881,27.921,-8.241,#AC7293,-2.779,25.091,#8E8458,13.37,31.95,7.51,28.67
99,55.0,12.827,-13.218,#907D9B,23.818,-23.762,#9977AD,-11.85,-32.453,#2A8CBB,15.23,31.29,7.22,30.42
100,55.0,-29.947,16.399,#529166,-13.092,26.561,#7E8955,-22.756,-22.038,#0A90A9,19.68,39.1,12.04,26.52
101,55.0,-32.768,-0.219,#2C9383,-28.26,13.203,#53906C,4.024,-12.492,#808299,14.16,38.79,9.03,26.89
102,55.0,29.08,-30.363,#9C73B9,47.654,-27.94,#BD62B5,1.776,-45.959,#3A87D3,18.73,31.44,8.47,25.93
103,55.0,-10.903,-26.952,#428BB2,1.211,-41.945,#4687CC,11.884,-14.955,#8C7E9E,19.28,25.75,7.27,26.33
104,55.0,-4.426,-39.571,#3589C8,-2.77,-36.9,#4588C3,25.43,-15.037,#A3759E,3.14,38.64,1.84,33.21
105,55.0,15.368,-11.78,#957B98,31.015,-14.782,#AD709E,-10.684,-38.406,#008CC6,15.93,37.25,8.03,34.09
106,55.0,19.799,33.123,#B3754B,28.956,38.232,#C16E42,-13.798,45.72,#84892F,10.49,35.88,4.63,25.47
107,55.0,-21.083,-13.478,#3D8F9A,-8.387,-13.012,#64899A,12.796,-21.973,#877EAA,12.7,34.93,9.04,27.04
108,55.0,23.414,14.124,#B1746C,5.33,6.107,#918079,-6.036,10.993,#818671,19.78,29.62,13.31,28.78
109,55.0,12.439,24.325,#A67B5A,-6.369,30.398,#8B854E,13.23,-11.771,#927D98,19.76,36.1,16.53,25.22
110,55.0,17.07,23.373,#AC785C,31.058,30.0,#C26D51,19.979,-13.766,#9B789C,15.48,37.25,7.1,25.03
111,55.0,22.657,-21.051,#9A77A8,23.458,-25.684,#9777B0,-1.369,3.9,#84847D,4.7,34.64,2.53,26.35
112,55.0,12.317,-24.66,#837EAE,27.727,-15.141,#A7739E,-15.243,2.118,#678B80,18.11,38.43,13.11,27.17
113,55.0,-19.434,3.366,#5E8D7D,-17.635,-9.604,#518D94,12.177,-2.155,#977D88,13.09,32.09,9.73,35.18
114,55.0,-23.458,-18.638,#1E90A3,-12.072,-28.213,#398CB4,14.83,-10.159,#967C95,14.88,39.22,8.89,38.87
115,55.0,-15.787,-27.509,#288EB3,-1.245,-30.583,#5A87B8,-16.319,8.754,#6B8B74,14.86,36.27,9.94,25.13
116,55.0,-14.492,15.203,#748A69,-31.721,19.408,#519161,-13.984,-20.85,#468CA7,17.73,36.06,8.64,26.56
117,55.0,-17.731,39.564,#7B8B3C,1.494,34.562,#998147,10.821,13.435,#9E7C6D,19.86,38.7,13.01,26.14
118,55.0,-11.835,22.066,#7D895D,-16.368,30.456,#7A8A4E,20.741,41.829,#B7743B,9.54,38.1,4.1,25.29
119,55.0,26.165,-7.332,#AA7391,27.811,-19.925,#A373A7,-1.664,6.746,#868478,12.7,31.19,7.05,27.43
120,55.0,12.773,25.392,#A77B58,28.38,21.01,#BB6F61,-18.256,3.951,#628C7C,16.21,37.72,11.78,30.61
121,55.0,25.795,18.468,#B77265,38.228,27.223,#CB6757,-4.769,34.868,#8F8446,15.21,34.69,5.5,27.2
122,55.0,3.313,28.974,#9A8051,16.976,31.601,#AF774E,22.426,-1.357,#A87687,13.91,35.85,10.19,28.71
123,55.0,7.984,33.441,#A27D4A,-2.333,24.37,#8F8459,12.676,-1.989,#987C87,13.74,35.74,9.11,25.07
124,55.0,22.58,42.397,#B9733A,23.072,25.919,#B57358,-11.792,24.096,#7F8859,16.49,38.94,8.39,25.88
125,55.0,31.416,-0.787,#B66F86,25.026,-4.584,#AA748C,-4.692,2.647,#7D867F,7.43,36.27,3.84,32.15
126,55.0,-27.99,20.099,#5B9060,-32.474,14.038,#48926A,-25.11,-18.941,#0791A4,7.54,39.15,4.38,26.21
127,55.0,-14.047,24.382,#7B8959,-8.293,12.791,#7E876D,-7.02,-14.047,#66889C,12.94,39.07,6.69,28.51
128,55.0,1.833,23.749,#95815B,2.996,36.751,#9C8043,-1.95,-9.983,#778595,13.05,33.94,5.52,25.52
129,55.0,23.189,-1.501,#A97587,12.339,3.423,#9B7C7E,-3.797,-13.764,#6E879B,11.92,29.64,7.93,28.84
130,55.0,12.106,-45.989,#6081D3,15.877,-30.26,#837DB8,42.53,-23.216,#B867AD,16.18,38.0,11.03,25.98
131,55.0,17.99,-66.362,#3080F8,5.029,-51.862,#3086DE,40.54,-37.444,#A96BC5,19.45,36.67,4.14,25.07
132,55.0,-3.975,-35.382,#4589C1,7.726,-41.892,#5C83CC,20.376,-4.558,#A3778C,13.39,39.28,6.34,32.26
133,55.0,-4.115,22.421,#8B855D,1.499,38.261,#9A8140,26.56,9.975,#B47274,16.81,33.1,8.37,28.91
134,55.0,-0.72,-48.038,#1E89D7,13.653,-54.175,#4F81E2,31.87,-33.36,#9E72BE,15.63,35.74,7.65,28.84
135,55.0,35.871,7.913,#C16A78,42.134,8.856,#CA6476,2.412,-12.843,#7C839A,6.33,39.37,2.28,25.38
136,55.0,-14.763,-25.999,#348DB0,-13.835,-20.018,#498CA6,22.407,-29.553,#9178B7,6.05,37.34,2.79,26.51
137,55.0,18.279,35.783,#B27646,23.803,51.391,#BD7227,-17.89,34.338,#798B46,16.56,36.2,5.33,26.72
138,55.0,-1.723,-27.629,#5E87B3,7.843,-26.738,#7781B2,23.916,0.148,#AB7484,9.61,37.8,8.44,30.32
139,55.0,0.503,52.304,#9C8121,0.1,33.101,#96824A,36.981,37.996,#CC6743,19.21,39.18,6.58,26.72
140,55.0,-19.838,1.516,#5B8D80,-4.166,-4.331,#78868B,10.136,7.693,#9A7D77,16.73,30.6,14.04,32.96
141,55.0,23.246,27.129,#B67356,33.923,24.452,#C46B5B,-12.399,44.909,#868831,11.01,39.83,6.93,28.67
142,55.0,-10.124,-34.799,#298CBF,-14.063,-22.729,#418CAA,12.624,-6.428,#957D8F,12.7,36.36,5.66,33.38
143,55.0,34.856,39.604,#C96940,26.741,39.094,#BE7040,-2.796,41.657,#958339,8.13,37.71,4.43,25.81
144,55.0,-20.528,36.161,#758C43,-9.898,51.338,#8C8722,13.915,27.288,#A97A55,18.53,35.57,9.92,26.03
145,55.0,-24.961,7.188,#558F76,-40.792,17.841,#309563,4.776,6.549,#918179,19.08,29.74,7.68,28.03
146,55.0,4.805,-43.894,#4E85D0,19.727,-35.47,#847BC1,18.699,-8.011,#9E7992,17.14,38.48,14.55,27.21
147,55.0,34.086,20.959,#C36B61,19.975,34.966,#B47548,-2.437,11.349,#878470,19.88,37.77,14.19,26.28
148,55.0,-8.48,29.911,#87874F,-15.957,41.464,#7F8A38,20.447,13.017,#AD766E,13.76,33.5,5.46,28.34
149,55.0,-24.305,-18.061,#1A91A2,-9.339,-17.941,#5A8AA2,-30.284,20.622,#56915F,14.97,39.14,9.3,25.95
150,55.0,-14.452,44.692,#838931,2.207,45.428,#9D8031,22.524,30.526,#B67450,16.67,39.6,11.28,28.46
151,55.0,-4.748,-40.926,#2C8ACA,1.992,-22.209,#7084AA,22.068,-20.918,#9978A8,19.89,33.46,11.85,29.66
152,55.0,45.5,44.63,#D85E38,60.101,53.711,#EC4B27,6.312,51.589,#A57E24,17.19,39.8,4.41,25.19
153,55.0,-20.527,-21.926,#238FA9,-9.674,-19.017,#588AA4,12.53,-7.322,#947D91,11.24,36.14,6.66,38.55
154,55.0,34.667,14.947,#C26B6C,28.097,20.746,#BB7061,3.009,36.454,#9C8044,8.76,38.27,5.86,28.48
155,55.0,33.866,11.414,#BF6C71,49.293,22.085,#D85B60,0.205,16.506,#8F8367,18.76,34.04,6.59,25.92
156,55.0,16.812,-11.881,#987A98,11.46,0.84,#987D83,-4.162,13.818,#86856C,13.8,33.17,8.97,30.94
157,55.0,5.886,-46.57,#4A85D4,15.315,-57.083,#4C81E7,24.598,-11.761,#A57598,14.12,39.52,3.07,28.52
158,55.0,46.722,19.647,#D45E64,31.253,8.08,#BA6E77,9.138,30.61,#A37D4F,19.32,39.15,7.38,25.33
159,55.0,-20.151,6.438,#608D78,-19.077,9.112,#658C73,15.814,-9.842,#987B95,2.88,39.48,2.01,33.24
160,55.0,-27.711,15.914,#589067,-26.838,-4.057,#3D918A,10.587,12.677,#9E7D6E,19.99,38.43,12.95,32.76
161,55.0,-9.492,39.995,#89873C,-5.248,39.602,#90853D,21.032,16.822,#AF7568,4.26,38.32,2.9,28.54
162,55.0,7.747,48.973,#A67D2A,3.124,41.269,#9D803A,38.455,26.6,#CB6658,8.98,37.99,3.77,26.2
163,55.0,-24.902,-17.434,#1891A1,-26.474,-2.888,#419088,6.488,1.842,#908081,14.63,36.84,9.84,39.89
164,55.0,5.712,23.909,#9B7F5B,-4.578,38.724,#91843F,42.895,9.836,#CB6375,18.04,39.76,10.59,27.09
165,55.0,-14.687,-28.932,#288DB5,-5.325,-30.386,#4E89B8,12.747,-21.748,#877EA9,9.47,28.36,6.23,25.17
166,55.0,16.607,-23.028,#8D7CAC,27.684,-19.697,#A373A6,-11.775,-36.977,#028DC3,11.57,31.62,7.54,28.1
167,55.0,-22.441,5.011,#598E7A,-15.675,18.671,#748A63,16.073,8.018,#A47976,15.24,38.63,10.26,38.97
168,55.0,4.791,30.025,#9C7F50,14.736,13.251,#A47A6D,21.987,2.028,#A97681,19.5,32.86,15.19,26.12
169,55.0,20.143,37.092,#B57544,0.653,35.934,#988144,-14.199,52.132,#85891F,19.52,37.49,14.13,25.33
170,55.0,-5.935,-27.949,#5189B4,-3.962,-42.847,#278ACE,26.32,-21.799,#9F75AA,15.03,32.84,4.22,27.09
171,55.0,-17.276,47.339,#7F8A2B,-28.411,32.137,#638F4A,18.887,36.425,#B37645,18.84,37.77,10.06,26.23
172,55.0,12.731,-18.843,#8A7EA4,7.152,-31.331,#6F82BA,1.735,12.443,#8F826E,13.68,33.16,11.46,25.8
173,55.0,11.428,20.185,#A27C61,22.473,7.752,#AD7577,-21.116,18.988,#698D62,16.63,32.57,13.84,28.15
174,55.0,1.36,-30.477,#6185B8,13.948,-17.398,#8E7DA2,32.278,-13.168,#B06F9B,18.15,35.43,17.28,27.59
175,55.0,-18.837,-18.012,#3B8EA2,-4.966,-9.926,#708794,-35.365,17.405,#449364,16.06,39.08,10.76,25.58
176,55.0,-21.914,-2.909,#4F8E88,-8.364,5.259,#78887A,5.689,7.509,#938077,15.82,29.5,11.75,28.56
177,55.0,20.333,45.068,#B77534,21.428,56.454,#BA7418,-13.935,29.527,#7E894F,11.44,37.63,3.87,25.23
178,55.0,15.09,39.764,#AE783E,22.803,25.845,#B57458,-19.879,30.563,#738C4D,15.91,36.16,10.59,25.81
179,55.0,24.344,-3.607,#AA748B,9.999,-9.354,#8E7F94,-3.66,3.704,#80857D,15.45,28.94,10.78,28.47
180,55.0,6.085,-19.235,#7D82A5,5.607,-25.668,#7383B0,-6.112,10.199,#808672,6.45,31.86,4.36,25.41
