trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
65,55.0,3.468,18.062,#958165,10.416,0.968,#967D82,-16.639,-13.623,#4D8D9B,18.45,37.53,16.57,27.91
66,55.0,-18.034,14.653,#6C8C6A,-30.692,26.827,#5A9154,5.114,5.842,#91807A,17.56,24.77,7.26,25.23
67,55.0,11.626,-41.956,#6781CC,1.367,-39.676,#4D86C8,38.023,-13.2,#B86A9B,10.51,39.03,6.47,26.16
68,55.0,19.325,37.891,#B47642,6.797,33.293,#A07E4A,-14.941,23.954,#798A59,13.35,36.99,8.37,26.57
69,55.0,32.547,17.376,#C06C67,14.262,24.455,#A87A5A,-0.606,28.558,#938252,19.61,34.99,13.85,26.91
70,55.0,-18.873,-24.671,#218FAE,-21.166,-14.22,#3B8F9B,5.348,-2.668,#8B8188,10.7,32.72,6.16,32.78
71,55.0,-20.253,-20.834,#2A8FA7,-12.34,-11.479,#5D8B97,8.221,-14.445,#86809D,12.25,29.18,6.25,27.43
72,55.0,19.961,-15.477,#9A799F,19.569,-0.71,#A47885,-2.347,-37.18,#4688C4,14.77,31.12,9.16,27.77
73,55.0,-18.304,-27.539,#118FB3,-8.345,-40.015,#138BC9,7.814,-4.349,#8E7F8B,15.96,34.93,7.55,35.29
74,55.0,20.116,3.477,#A7777E,25.85,9.711,#B37274,-2.519,-17.799,#6C86A2,8.47,31.06,4.71,28.14
75,55.0,39.104,-37.607,#A66CC5,36.672,-19.418,#B26CA6,9.231,-57.563,#2B84E8,18.35,35.93,8.42,26.97
76,55.0,-9.021,27.326,#858754,5.924,33.86,#9F7E49,26.546,21.228,#B97160,16.31,36.09,12.4,29.17
77,55.0,20.947,25.324,#B27559,12.323,35.088,#A97A47,-13.476,12.49,#748A6E,13.03,36.74,9.57,30.94
78,55.0,-24.451,-14.313,#2B909C,-25.715,-5.455,#3E908C,11.098,-14.069,#8C7E9C,8.95,35.55,6.1,32.03
79,55.0,22.562,-30.585,#9078B9,36.806,-17.133,#B46CA2,-8.778,-35.718,#2D8BC1,19.59,31.76,12.11,25.42
80,55.0,-26.29,11.042,#568F70,-27.904,1.219,#439181,4.69,-7.969,#858291,9.95,36.35,6.57,27.54
81,55.0,22.694,-23.673,#9777AD,10.475,-19.525,#857FA5,-10.308,-22.567,#4F8BAA,12.9,33.02,7.33,25.79
82,55.0,17.866,-3.118,#A0798A,7.117,-2.108,#8F8087,-4.229,-12.218,#6F8798,10.8,23.9,8.59,26.56
83,55.0,8.318,-39.839,#6283C9,10.685,-55.825,#3D83E5,25.82,-8.883,#A97494,16.16,35.56,5.57,25.21
84,55.0,8.207,29.894,#A17D50,8.987,45.789,#A77C31,-18.83,10.834,#678C70,15.91,33.08,6.08,25.33
85,55.0,20.459,-22.482,#9579AB,11.737,-25.029,#817FAF,-12.876,-33.896,#188DBE,9.09,35.23,7.07,31.0
86,55.0,2.587,-20.427,#7484A7,-14.232,-12.044,#578C98,32.315,3.934,#BA6D7E,18.79,38.43,16.09,26.87
87,55.0,-5.528,-30.225,#4D89B8,-6.764,-34.374,#3D8ABF,32.666,-24.56,#A870AF,4.33,38.61,1.93,29.38
88,55.0,25.568,5.878,#B1737B,39.008,-1.783,#C06888,1.707,-17.146,#7684A1,15.47,33.16,7.51,25.23
89,55.0,5.331,-37.823,#5E84C5,-2.116,-20.055,#6A86A6,32.599,-11.904,#B16F99,19.27,37.62,5.27,27.82
90,55.0,33.048,-28.517,#A570B5,27.093,-28.966,#9A75B6,-4.728,-39.78,#328AC8,5.97,39.42,3.1,31.34
91,55.0,-11.474,37.24,#858841,-15.949,30.356,#7A8A4E,22.582,19.921,#B37462,8.21,38.21,4.83,29.35
92,55.0,0.815,25.056,#948258,11.494,19.77,#A27C62,34.027,18.553,#C26B65,11.92,33.84,11.17,25.17
93,55.0,8.979,-59.456,#1985EB,27.785,-59.786,#6D79EC,29.511,-25.953,#A173B1,18.81,39.29,12.15,28.51
94,55.0,22.341,-4.015,#A6768B,35.763,-14.249,#B46C9D,-9.225,0.825,#728882,16.88,31.93,7.58,28.33
95,55.0,-15.581,-25.112,#338DAE,-17.739,-20.896,#378EA7,4.228,1.453,#8C8181,4.74,33.14,2.71,29.01
96,55.0,23.052,3.857,#AC757E,27.024,3.489,#B2727F,-12.177,-9.834,#608B94,3.99,37.8,2.03,38.83
97,55.0,-22.168,17.137,#668D65,-27.95,15.931,#579067,7.395,13.745,#997F6C,5.91,29.76,3.2,27.05
98,55.0,17.993,-12.497,#997A9A,21.524,-3.952,#A5768B,-1.524,14.921,#8B846A,9.24,33.65,6.11,29.64
99,55.0,-9.366,-17.655,#5B8AA2,-15.934,-29.395,#1C8EB6,12.422,4.405,#9C7C7D,13.45,31.01,6.21,32.34
100,55.0,11.511,-59.142,#3183EB,20.326,-67.284,#397FF9,35.161,-29.909,#A76FB8,12.0,37.6,3.11,27.32
101,55.0,-10.409,-19.666,#548AA5,-10.102,-7.982,#678991,2.758,14.375,#92816B,11.69,36.5,7.17,27.26
102,55.0,11.225,-27.778,#7D7FB4,2.023,-44.853,#3F87D1,-9.308,3.6,#75887D,19.4,37.5,14.94,25.73
103,55.0,35.395,34.069,#C9694A,40.443,26.143,#CD6459,-3.772,35.329,#918445,9.4,39.19,6.13,27.32
104,55.0,-2.838,46.175,#96832F,1.906,46.153,#9D8030,24.758,18.479,#B57265,4.74,39.1,3.33,27.49
105,55.0,2.564,-45.693,#3F87D3,11.28,-51.549,#4F82DD,34.826,-22.317,#AD6EAB,10.5,39.84,4.0,31.11
106,55.0,23.983,1.499,#AC7482,18.414,1.286,#A37882,13.418,38.185,#AC7A41,5.57,38.18,3.18,26.4
107,55.0,-13.796,-12.844,#578C99,2.982,-11.671,#7F8398,12.362,3.123,#9B7C7F,16.82,30.65,17.34,36.52
108,55.0,17.122,5.865,#A4797A,15.394,-1.37,#9D7A86,9.324,-33.347,#7181BD,7.44,39.98,5.13,25.13
109,55.0,-17.156,-7.933,#558D91,-16.683,-12.742,#4E8D99,19.126,-23.084,#927AAC,4.83,39.32,3.35,27.94
110,55.0,21.308,-15.62,#9C789F,11.871,-22.316,#857FAA,-9.25,-17.482,#5B8AA1,11.57,30.61,9.2,28.39
111,55.0,-3.049,18.339,#8B8464,-20.426,14.134,#678D6B,19.682,-9.697,#9E7895,17.88,36.09,14.41,32.13
112,55.0,-9.193,-20.583,#568AA7,-6.291,-14.097,#68889C,-28.895,13.144,#52906C,7.11,39.06,3.95,27.01
113,55.0,8.876,-17.489,#8480A2,-7.882,-9.081,#6B8893,4.374,18.26,#978064,18.75,36.03,18.5,26.73
114,55.0,18.509,-2.419,#A17888,11.102,-19.626,#867FA6,6.267,29.955,#9F7E50,18.73,34.61,13.49,26.65
115,55.0,-20.088,3.367,#5D8D7D,-27.309,13.814,#56906B,13.234,-16.104,#8E7DA0,12.7,38.59,6.92,30.34
116,55.0,43.921,-22.254,#BB65AB,44.462,-10.59,#C36497,6.52,-35.609,#6683C1,11.68,39.71,5.64,26.55
117,55.0,37.061,-9.576,#B96A95,55.684,-9.672,#D45796,11.456,19.425,#A27C63,18.62,38.69,6.12,25.84
118,55.0,40.851,1.408,#C56683,50.915,4.442,#D45B7E,5.504,19.935,#997F62,10.51,39.91,3.57,27.57
119,55.0,-6.27,23.713,#88865A,3.671,34.278,#9C8048,8.737,-12.46,#898099,14.51,39.16,9.67,32.42
120,55.0,-29.829,-8.042,#229291,-25.258,-0.342,#499083,1.497,-1.879,#858387,8.95,31.93,5.49,26.85
121,55.0,22.044,-25.245,#9578B0,24.643,-6.465,#A8748F,-11.121,-29.542,#398CB6,18.96,33.44,11.51,27.5
122,55.0,-16.538,-15.767,#498D9E,-13.15,-27.258,#388CB2,16.954,-1.057,#A07986,11.98,36.58,6.69,41.24
123,55.0,-18.127,13.715,#6B8C6B,-20.296,8.912,#628D74,12.176,34.655,#A97B48,5.27,36.83,3.59,26.7
124,55.0,24.873,5.551,#B0737B,22.98,4.963,#AC757C,-1.294,35.21,#958346,1.98,39.55,1.0,30.69
125,55.0,16.237,42.409,#B17839,19.666,35.652,#B47546,-22.513,43.545,#748D33,7.58,38.77,4.59,26.62
126,55.0,-18.798,38.12,#798B3F,-22.451,26.422,#6C8D55,17.917,44.965,#B47634,12.26,37.35,6.34,25.9
127,55.0,-15.067,34.421,#7E8A46,-7.727,37.69,#8C8640,21.094,28.886,#B47553,8.04,36.58,5.45,28.04
128,55.0,18.892,-30.79,#897BB9,17.782,-25.982,#8C7BB1,-18.334,-28.476,#048FB4,4.93,37.3,2.54,26.66
129,55.0,3.913,-50.804,#2F86DC,-3.769,-44.883,#1A8AD1,20.657,-20.782,#9779A8,9.7,34.38,3.64,26.67
130,55.0,19.736,-7.413,#A07891,10.082,-20.536,#837FA7,-11.219,14.05,#79896B,16.29,37.67,12.67,37.36
131,55.0,-16.67,7.195,#698C77,-15.065,25.02,#798A58,-2.485,-29.522,#5887B6,17.9,39.36,10.78,26.95
132,55.0,11.943,-48.472,#5982D8,6.935,-49.873,#4385DA,33.566,-20.584,#AC6FA8,5.2,35.29,4.0,25.16
133,55.0,-19.158,-12.972,#468E99,-6.393,-7.807,#708891,6.674,-6.95,#8A8090,13.77,26.53,9.85,29.32
134,55.0,-22.27,1.342,#558E81,-28.579,-5.101,#33918C,10.155,12.356,#9D7D6F,9.02,34.24,5.35,32.84
135,55.0,25.973,26.405,#BA7157,38.667,21.99,#CA6660,-7.3,26.188,#878656,13.44,33.27,8.19,26.02
136,55.0,-18.783,33.362,#778B48,-6.917,32.842,#8B864A,8.803,5.817,#977E7A,11.88,38.98,7.66,28.87
137,55.0,-21.253,8.374,#608D75,-26.797,26.036,#628F55,5.903,24.601,#9C7F59,18.51,31.63,9.3,25.38
138,55.0,18.796,-17.877,#967AA3,27.036,-6.559,#AC7390,-10.253,-27.382,#448BB2,14.0,30.57,9.06,28.87
139,55.0,-10.038,-17.185,#5A8AA1,-9.786,-20.926,#548AA7,-11.428,22.464,#7E885C,3.75,39.67,2.03,29.14
140,55.0,-19.257,5.152,#618D7A,-35.063,7.827,#359375,12.622,19.424,#A47B63,16.03,34.93,7.39,31.8
141,55.0,-16.731,33.751,#7B8A47,2.054,37.38,#9B8142,19.248,19.387,#AE7663,19.13,38.74,13.65,30.3
142,55.0,-22.482,23.367,#6A8D5A,-9.92,17.768,#7E8865,10.941,13.087,#9E7C6E,13.75,34.97,7.54,29.91
143,55.0,51.041,-52.25,#AB63DF,36.575,-51.445,#9170DD,11.864,-58.81,#3583EA,14.49,39.72,6.31,25.21
144,55.0,13.461,-13.944,#907D9C,-3.017,-23.053,#6387AB,-20.714,6.761,#5F8D77,18.83,39.96,20.33,31.24
145,55.0,19.861,-14.141,#9B789C,14.718,-17.16,#8F7CA1,1.266,-41.018,#4987CA,5.96,32.68,4.5,26.98
146,55.0,9.206,-52.006,#4584DE,19.932,-36.315,#847BC3,36.56,-26.638,#AC6DB2,19.01,37.31,14.85,27.7
147,55.0,-2.147,-25.735,#6187B0,-16.175,-19.709,#418DA5,30.22,-14.694,#AB719E,15.27,34.2,10.85,27.74
148,55.0,-25.788,6.935,#528F77,-20.745,15.128,#678D69,2.123,-21.507,#7184A9,9.62,39.85,6.3,27.23
149,55.0,-34.564,18.373,#489263,-49.1,31.991,#219749,3.543,26.626,#998056,19.92,38.99,6.44,25.49
150,55.0,18.984,-27.07,#8D7AB3,17.757,-29.49,#887CB7,-14.175,-31.55,#1D8DBA,2.71,33.46,2.08,27.14
151,55.0,-11.264,-33.015,#2B8CBC,-10.187,-29.157,#3F8BB6,10.683,-7.725,#907E91,4.01,33.49,1.57,31.96
152,55.0,0.863,-27.441,#6585B3,-10.288,-31.422,#378BB9,-19.155,6.543,#638D78,11.84,39.44,9.26,26.99
153,55.0,0.432,-40.074,#4887C9,1.263,-26.986,#6785B2,15.515,-3.929,#9B7B8B,13.11,39.17,5.96,28.48
154,55.0,-8.1,19.864,#838761,1.953,2.721,#89827F,25.709,7.981,#B27277,19.87,35.84,15.96,32.74
155,55.0,15.374,37.62,#AE7842,22.522,20.475,#B37461,-10.146,9.135,#788874,18.58,38.24,12.35,25.42
156,55.0,9.962,-36.145,#6E81C2,18.511,-21.403,#927AA9,39.207,-11.363,#BB6998,17.04,38.33,13.87,25.6
157,55.0,8.65,17.198,#9D7E66,18.069,30.301,#B07750,-22.803,-4.478,#4A8F8B,16.14,38.2,7.51,31.22
158,55.0,-12.226,-30.953,#2E8CB9,-8.339,-33.371,#398BBD,22.157,-25.147,#9578AF,4.58,34.87,2.58,28.95
159,55.0,-15.972,-10.151,#558C95,-4.66,-15.967,#69879F,3.664,14.978,#94816A,12.72,31.89,10.79,25.83
160,55.0,-10.368,-21.799,#508BA9,-22.02,-19.555,#2490A5,12.733,-5.482,#967C8D,11.87,28.28,7.53,31.76
161,55.0,-21.126,16.6,#678D66,-16.495,12.006,#6D8B6E,7.645,16.201,#9B7E68,6.52,28.77,3.29,26.25
162,55.0,34.588,-21.051,#AE6EA9,35.046,-29.418,#A76FB7,-2.566,-26.557,#5E87B1,8.38,37.56,4.2,27.54
163,55.0,-22.942,10.252,#5E8E71,-20.147,19.095,#6B8C62,1.431,-16.16,#77849F,9.27,35.94,5.84,26.44
164,55.0,31.045,12.794,#BC6E6F,46.545,19.257,#D35F65,-5.259,14.193,#84866B,16.79,36.33,5.82,30.46
165,55.0,16.186,-58.982,#4980EA,20.565,-55.933,#627DE5,36.467,-25.509,#AD6DB0,5.34,39.14,4.14,26.11
166,55.0,30.888,-3.803,#B36F8B,21.992,2.652,#AA7680,-4.661,-9.374,#718794,10.99,35.98,5.86,29.03
167,55.0,-23.011,19.871,#668E60,-9.479,28.108,#858752,11.307,1.591,#987D81,15.84,38.88,10.65,36.1
168,55.0,-25.19,9.669,#578F72,-30.631,3.384,#3E927D,8.234,11.374,#997E70,8.31,33.47,5.16,31.08
169,55.0,7.117,-33.138,#6C83BD,3.504,-49.545,#3387D9,33.292,-3.331,#B76D8A,16.8,39.67,9.52,26.98
170,55.0,-18.577,38.559,#798B3E,-13.086,47.484,#86882B,18.041,41.37,#B3763B,10.48,36.73,5.52,26.08
171,55.0,16.986,10.24,#A67973,6.366,14.684,#987F6B,-14.665,10.461,#708A71,11.51,31.65,11.16,34.51
172,55.0,31.828,-24.666,#A671AF,50.007,-30.211,#BF60B9,7.552,-47.11,#4E84D5,19.01,33.06,6.36,25.67
173,55.0,36.732,-4.642,#BC6A8D,53.387,-6.825,#D25991,15.083,24.885,#AA7959,16.8,36.61,5.52,25.22
174,55.0,-2.678,-29.471,#5888B6,10.1,-18.16,#867FA3,-1.644,9.943,#888473,17.06,39.43,16.85,28.57
175,55.0,-15.175,-12.129,#548C98,-14.469,2.212,#698B7F,8.276,-4.26,#8F7F8B,14.36,24.74,10.68,30.28
176,55.0,-5.359,-38.857,#338AC7,4.371,-36.973,#5D85C3,32.638,-35.324,#9D71C1,9.91,38.16,7.52,27.92
177,55.0,-24.598,-8.659,#3B9092,-18.076,0.207,#5E8D83,13.271,-18.166,#8C7DA3,11.01,39.04,6.92,30.76
178,55.0,-20.162,32.79,#748C49,-18.238,20.295,#708C60,13.967,25.135,#A87A59,12.64,34.98,5.8,26.5
179,55.0,27.774,-28.256,#9C74B5,16.906,-21.659,#8F7BA9,2.885,-50.459,#2A87DB,12.71,33.35,5.36,27.34
180,55.0,20.183,-19.697,#9779A6,30.994,-31.167,#9F72BA,-8.061,7.899,#7B8776,15.76,39.49,6.06,35.35
