trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
40,55.0,-19.132,-6.78,#518D8F,-22.408,-16.407,#2F909F,0.197,21.617,#92825E,10.17,34.35,5.96,25.15
41,55.0,-18.174,-1.343,#5C8D85,-8.43,-15.332,#61899E,9.772,-16.502,#877FA0,17.05,31.79,13.57,27.03
42,55.0,-18.246,-7.295,#538D90,-9.384,7.598,#788876,7.796,9.395,#977F74,17.33,30.93,13.15,29.52
43,55.0,24.246,25.978,#B77258,37.403,11.381,#C46872,-10.51,13.565,#7A886C,19.65,36.91,13.5,29.85
44,55.0,-6.999,-20.038,#5D89A6,-14.264,-11.324,#588C97,27.548,-17.505,#A573A2,11.34,34.64,8.53,27.97
45,55.0,-4.329,19.653,#898562,-0.804,25.525,#928357,23.627,10.109,#B07473,6.85,29.54,4.8,27.67
46,55.0,-21.577,-15.534,#368F9E,-16.04,-14.617,#4D8D9C,-14.326,22.683,#798A5C,5.61,38.9,3.28,26.49
47,55.0,-27.674,7.308,#4E9076,-35.375,6.435,#319377,8.641,19.87,#9E7D62,7.75,38.43,3.44,30.29
48,55.0,-32.403,9.989,#439271,-17.484,10.063,#6A8C72,4.253,19.345,#978062,14.92,37.83,7.6,26.83
49,55.0,8.993,17.216,#9D7D66,27.443,14.589,#B7716C,9.554,-19.555,#8380A5,18.64,36.78,13.69,25.57
50,55.0,-1.981,29.925,#92834F,8.351,36.599,#A47D44,33.628,12.287,#BF6C70,12.3,39.74,8.24,30.74
51,55.0,8.028,-38.185,#6583C6,-0.038,-37.24,#4F87C4,40.36,-16.302,#BA68A1,8.12,39.04,5.56,27.0
52,55.0,17.023,-26.865,#8A7CB2,16.887,-42.391,#747ECD,-3.324,5.896,#828579,15.53,38.57,9.17,29.62
53,55.0,18.815,-53.605,#627EE1,13.105,-60.544,#3383ED,45.195,-23.605,#BC64AD,8.99,39.95,6.64,25.26
54,55.0,9.288,-49.339,#4E83D9,-3.773,-34.284,#4989BF,39.419,-26.827,#B16AB3,19.93,37.61,5.02,27.45
55,55.0,22.282,-12.106,#A17799,30.908,-12.086,#AE7099,-6.942,9.131,#7E8774,8.63,36.13,4.17,34.47
56,55.0,35.614,-9.732,#B76C95,37.747,-9.619,#BA6A95,-2.56,-14.747,#70869D,2.14,38.5,0.84,27.77
57,55.0,22.327,11.625,#AF7571,18.375,24.884,#AE775A,-12.208,-5.218,#658A8C,13.84,38.42,10.1,35.63
58,55.0,-3.373,-20.272,#6687A6,1.519,-14.226,#79849C,25.467,-14.775,#A4759E,7.78,29.36,6.98,25.39
59,55.0,-20.301,-13.81,#408E9B,-20.878,-12.324,#418F98,-13.628,25.077,#7C8958,1.59,39.46,1.1,26.56
60,55.0,-4.766,23.316,#8A855B,5.272,12.951,#95806E,33.821,31.32,#C66A4F,14.43,39.41,12.95,26.84
61,55.0,-32.445,-6.331,#15938E,-24.561,11.502,#5B8F6F,2.667,-7.927,#828391,19.5,35.15,12.66,25.87
62,55.0,-16.495,-21.638,#3A8DA8,-25.279,-5.987,#3F908D,21.41,-12.469,#9F779A,17.95,39.0,12.07,37.19
63,55.0,-6.317,-20.928,#5E89A7,4.406,-9.917,#838295,9.546,1.3,#957E82,15.37,27.31,15.55,26.72
64,55.0,-7.488,-24.052,#5589AD,9.941,-24.868,#7E80AF,18.965,-3.706,#A1788B,17.45,33.37,15.02,32.97
65,55.0,-18.178,19.862,#708C61,-14.927,12.814,#718A6D,10.602,-4.113,#937E8B,7.76,37.46,3.98,35.45
66,55.0,-37.274,12.376,#35946D,-37.885,29.052,#49934F,-12.537,-18.766,#508BA4,16.69,39.77,8.14,25.53
67,55.0,4.885,-25.5,#7283B0,-13.252,-32.629,#1E8DBC,29.532,3.557,#B5707F,19.49,38.1,15.66,26.3
68,55.0,3.29,25.869,#988057,10.059,21.586,#A17C5F,1.395,-13.344,#7A849B,8.01,39.26,7.18,27.45
69,55.0,9.737,49.677,#A97C29,28.99,51.55,#C46E27,35.539,22.364,#C5695F,19.34,37.57,11.97,25.63
70,55.0,4.751,23.31,#9A805C,17.557,24.65,#AD775A,-19.442,-3.728,#558D89,12.88,36.28,10.22,27.38
71,55.0,26.451,56.022,#C1701B,23.995,51.215,#BD7227,-11.664,45.005,#888831,5.4,39.67,1.48,25.12
72,55.0,-6.365,-18.249,#6288A3,-6.694,-33.919,#3F8ABE,-1.359,18.071,#8D8364,15.67,36.66,6.32,28.03
73,55.0,37.023,-34.911,#A56EC1,23.413,-34.827,#8D78C0,0.216,-43.349,#3D88CF,13.61,37.76,7.1,28.04
74,55.0,-0.648,-21.236,#6B86A8,14.371,-9.815,#957C95,32.398,-5.508,#B56E8E,18.87,36.6,19.89,28.3
75,55.0,-12.451,-13.978,#598B9B,-4.288,-20.151,#6487A6,10.928,11.481,#9D7C70,10.23,34.57,8.23,34.14
76,55.0,-9.704,26.669,#848755,-22.385,15.345,#648E68,12.762,3.266,#9C7C7E,17.0,32.44,11.55,29.3
77,55.0,18.493,-23.329,#907AAC,6.618,-34.413,#6883BF,-7.394,4.237,#79877C,16.24,37.82,14.35,26.52
78,55.0,17.593,-17.02,#957AA1,15.582,-31.813,#817DBB,-1.857,13.137,#8A846D,14.93,35.88,9.98,30.33
79,55.0,4.551,37.72,#9F7F41,10.229,27.774,#A47C54,-31.795,23.954,#559159,11.45,38.87,7.0,25.18
80,55.0,18.317,17.095,#AB7767,31.014,27.334,#C16D56,-20.629,16.343,#688D67,16.31,38.95,6.62,34.83
81,55.0,-25.858,4.908,#50907A,-37.081,15.453,#3B9368,8.553,-14.151,#87809C,15.4,39.34,6.95,29.59
82,55.0,-12.435,-22.634,#488CAA,-4.404,-34.943,#4589C0,14.672,-3.635,#9A7B8A,14.7,33.1,6.91,35.98
83,55.0,-11.931,38.27,#85883F,-11.2,30.719,#83884D,23.801,23.282,#B6735D,7.59,38.75,3.04,29.44
84,55.0,-26.875,22.82,#608F5B,-26.399,35.992,#698F43,-18.003,-13.705,#488D9B,13.18,37.59,6.17,25.04
85,55.0,28.562,1.603,#B37182,11.903,6.069,#9C7C7A,-0.098,-21.204,#6D85A8,17.25,36.63,10.77,28.41
86,55.0,12.389,-26.085,#817FB1,-0.53,-40.408,#4488C9,-17.614,-2.352,#5C8D87,19.29,38.25,16.69,26.31
87,55.0,8.008,-59.595,#0585EB,13.243,-45.498,#6480D3,25.424,-27.908,#9876B4,15.04,36.16,9.26,26.49
88,55.0,-30.236,23.746,#599059,-32.056,10.935,#459270,5.792,17.084,#987F66,12.94,36.64,7.16,25.79
89,55.0,-32.585,-7.183,#0C938F,-26.141,-6.356,#3A908E,6.182,-15.473,#81819E,6.5,39.64,2.85,27.73
90,55.0,-23.186,32.782,#6E8D49,-36.86,34.686,#519344,12.62,21.015,#A57B60,13.81,37.69,5.92,27.87
91,55.0,-15.609,39.64,#7F8A3C,-19.792,28.807,#728C50,17.08,27.344,#AD7855,11.61,34.93,6.12,25.67
92,55.0,-31.687,18.46,#509163,-25.937,16.995,#5D8F65,-13.357,-15.835,#538C9E,5.93,38.89,2.51,26.02
93,55.0,0.037,23.793,#92825A,0.292,11.691,#8C8370,-10.253,-13.086,#608A9A,12.1,38.29,6.74,27.6
94,55.0,-14.253,-26.765,#348DB1,4.686,-30.987,#6984B9,-15.577,8.866,#6D8B74,19.4,35.66,13.41,25.05
95,55.0,19.1,-4.878,#A1788D,14.287,-2.774,#9A7B89,-1.875,-35.968,#4B88C2,5.25,37.5,3.42,30.09
96,55.0,24.713,2.047,#AE7481,25.011,-6.698,#A97490,-1.252,22.496,#90835D,8.75,33.05,5.46,29.04
97,55.0,-23.583,-3.718,#498F89,-21.695,-19.307,#2890A4,5.161,7.502,#928077,15.7,30.86,10.47,28.5
98,55.0,32.566,-4.824,#B56E8D,30.37,-7.333,#B17091,-6.638,-5.08,#72878C,3.33,39.2,1.83,26.66
99,55.0,-20.896,-18.441,#308FA3,-9.289,-14.577,#60899C,15.086,-12.382,#947C99,12.23,36.49,7.54,35.85
100,55.0,-23.354,-8.693,#408F92,-20.043,6.07,#608D79,8.523,-13.749,#87809B,15.13,32.28,10.68,28.81
101,55.0,-27.946,0.604,#429182,-22.685,-1.893,#4F8F86,8.422,-5.686,#8E7F8E,5.82,36.91,3.18,35.1
102,55.0,-2.039,20.167,#8D8461,16.386,22.669,#AB785D,23.542,-2.148,#A97588,18.59,33.95,16.65,30.41
103,55.0,31.655,23.787,#C16D5C,40.658,40.422,#D1643F,-5.472,34.367,#8E8547,18.92,38.61,7.07,29.19
104,55.0,-29.667,7.438,#489176,-31.974,27.06,#579153,1.718,1.991,#888380,19.76,31.85,10.25,25.18
105,55.0,17.58,9.306,#A77874,12.249,-9.388,#927D94,-11.024,20.3,#7E8860,19.44,30.64,13.37,30.81
106,55.0,28.888,-15.412,#A9729F,41.36,-11.96,#BE6799,-9.079,-4.304,#6E898B,12.94,39.56,5.79,25.56
107,55.0,-10.683,-21.949,#4F8BA9,-17.427,-13.677,#4A8D9B,24.281,-10.813,#A57597,10.67,36.69,7.32,34.6
108,55.0,-19.391,2.612,#5E8D7F,-1.679,-1.996,#7F8587,18.749,11.927,#AA7770,18.3,39.26,15.94,38.41
109,55.0,-7.883,16.377,#818767,-10.626,15.955,#7C8868,10.013,-1.733,#947E87,2.78,25.46,2.5,26.84
110,55.0,5.642,18.062,#997F65,1.518,7.417,#8C8277,-9.186,-18.463,#5A8AA3,11.42,39.42,7.61,29.04
111,55.0,18.738,13.225,#AA776E,13.35,10.827,#A17B72,-19.868,7.828,#628D76,5.9,38.98,3.65,37.74
112,55.0,18.291,-16.719,#967AA1,22.506,-31.336,#8F78BA,-15.213,-25.093,#358DAE,15.21,34.53,7.72,32.4
113,55.0,10.026,16.661,#9F7D67,2.469,21.061,#95815F,20.422,-18.182,#9878A3,8.74,36.36,8.95,25.11
114,55.0,4.513,-48.942,#3B86D8,13.157,-54.544,#4C82E3,30.413,-23.977,#A472AE,10.3,35.97,3.95,28.53
115,55.0,15.615,-9.481,#987B94,20.68,-23.894,#9479AD,-12.857,16.298,#788967,15.28,38.41,8.22,37.18
116,55.0,-13.449,31.396,#7F894C,-4.122,37.669,#918441,23.177,22.577,#B4735E,11.24,37.67,7.66,30.0
117,55.0,22.329,2.473,#AA7580,37.79,10.516,#C46873,-2.523,28.563,#908352,17.43,36.03,7.76,30.3
118,55.0,8.616,26.754,#A17D56,16.915,16.254,#A97868,-12.881,-4.196,#658A8A,13.38,37.68,11.0,27.98
119,55.0,26.328,-32.351,#9576BC,23.258,-28.97,#9378B6,-6.102,-41.3,#208ACB,4.57,33.64,1.63,27.27
120,55.0,39.288,-42.182,#A26DCD,44.976,-24.381,#BB65AF,2.45,-53.371,#0788E0,18.69,38.5,9.61,28.6
121,55.0,12.806,32.488,#A97A4C,-5.808,34.563,#8D8547,28.751,-2.572,#B17189,18.73,38.52,14.62,27.81
122,55.0,8.301,43.362,#A67D36,9.778,51.93,#AA7C23,26.658,12.247,#B57170,8.69,36.13,2.73,25.1
123,55.0,-21.65,26.557,#6E8D54,-38.268,21.453,#40945D,14.533,32.644,#AC794B,17.38,36.69,8.78,27.46
124,55.0,-15.753,-10.751,#558C96,-7.65,-16.188,#62899F,11.904,-5.774,#947D8E,9.76,28.1,8.0,33.65
125,55.0,8.772,24.777,#A07D59,3.222,42.492,#9E8038,29.505,-8.817,#AE7194,18.56,39.48,9.43,29.01
126,55.0,-16.546,19.636,#738B61,-13.212,2.36,#6C8A7F,8.08,-7.386,#8C8091,17.59,36.56,10.79,33.68
127,55.0,34.726,12.569,#C16B70,27.753,21.99,#BB705F,6.342,34.5,#A07E48,11.72,35.87,8.06,26.7
128,55.0,25.042,-11.212,#A67498,27.109,-1.878,#AF7288,6.646,-45.448,#5084D2,9.56,38.87,5.84,27.83
129,55.0,25.768,17.865,#B67266,39.375,16.3,#C96669,-5.956,32.679,#8C854A,13.7,35.01,6.84,27.94
130,55.0,37.441,-15.062,#B66B9E,51.402,-5.464,#D05B8F,3.936,-31.646,#6684BA,16.94,37.38,7.3,26.95
131,55.0,24.353,13.158,#B2736E,21.487,0.222,#A87684,-5.804,-9.129,#6F8793,13.25,37.5,8.57,33.06
132,55.0,35.911,16.817,#C46968,29.833,25.506,#BF6E59,-3.473,20.621,#8B8460,10.6,39.57,7.26,29.54
133,55.0,-2.887,36.989,#938342,10.126,33.867,#A67C49,28.976,18.331,#BB6F65,13.38,36.92,10.25,28.22
134,55.0,30.236,5.033,#B76F7C,28.939,-0.767,#B27186,8.556,34.628,#A47D47,5.94,36.69,3.64,27.35
135,55.0,-9.097,-15.997,#5E8A9F,9.014,-13.613,#887F9B,11.805,11.742,#9F7C70,18.27,34.73,21.17,31.87
136,55.0,16.478,-64.568,#3181F4,28.548,-63.793,#6679F3,44.792,-42.762,#AB68CE,12.09,35.74,7.97,25.03
137,55.0,-2.211,-45.245,#2589D2,0.202,-33.33,#5986BD,11.616,-13.083,#8E7E9A,12.16,35.01,5.6,27.32
138,55.0,-4.751,-19.962,#6388A6,-12.704,-6.355,#638B8E,-14.397,13.166,#738A6C,15.76,34.5,11.95,26.55
139,55.0,22.693,9.552,#AE7574,6.411,0.012,#8F8084,-16.046,16.41,#728B67,18.87,39.34,12.97,37.39
140,55.0,30.592,-34.026,#9B73BF,46.149,-31.64,#B765BB,8.054,-59.689,#0485EC,15.74,34.16,7.44,26.24
141,55.0,-28.224,1.617,#439180,-30.058,20.737,#56915F,6.529,-16.04,#81819F,19.21,38.98,11.22,27.97
142,55.0,-28.268,1.21,#429181,-15.821,14.104,#708B6B,9.612,0.382,#957E83,17.92,37.89,11.76,37.24
143,55.0,24.741,0.994,#AD7483,29.479,-11.221,#AD7198,-4.876,20.497,#898560,13.1,35.46,7.44,32.19
144,55.0,-4.636,39.937,#91843C,-7.815,27.976,#878653,22.0,10.168,#AE7573,12.38,39.95,5.88,29.62
145,55.0,35.047,-34.523,#A26FC0,37.962,-22.401,#B26BAB,-0.583,-37.41,#4C87C4,12.47,35.75,6.74,25.17
146,55.0,-13.891,-27.407,#338DB2,-8.715,-35.105,#308BC0,21.524,-22.67,#9678AB,9.28,35.73,4.33,30.04
147,55.0,-3.714,41.643,#938439,-18.919,35.585,#788B44,17.956,11.12,#A87871,16.37,37.43,10.89,26.37
148,55.0,13.509,31.184,#AA7A4E,16.162,29.045,#AD7852,46.152,10.742,#D06073,3.41,38.52,2.62,25.67
149,55.0,24.664,-6.571,#A87490,42.848,-7.273,#C36591,-7.324,-29.574,#498AB6,18.2,39.4,7.31,34.98
150,55.0,5.063,-42.678,#5285CD,20.016,-35.384,#857BC1,41.563,-29.347,#B269B7,16.64,38.86,14.04,27.88
151,55.0,-2.153,21.987,#8E845E,-13.37,22.381,#7B895C,8.916,-15.812,#86809F,11.22,39.39,9.37,31.27
152,55.0,-27.296,-16.286,#00929F,-22.518,-19.691,#2090A5,-27.398,22.234,#5E8F5C,5.87,38.52,3.59,25.2
153,55.0,-1.672,-18.242,#6D86A3,7.996,-20.76,#7F81A7,29.331,4.374,#B6707D,9.99,38.38,9.54,29.98
154,55.0,14.634,-19.377,#8D7CA5,16.227,-24.921,#8A7CAF,-24.348,-16.844,#2190A0,5.77,39.06,3.09,31.37
155,55.0,11.361,26.673,#A57B56,5.632,39.903,#A17E3D,-21.614,29.365,#6F8D4F,14.42,33.09,8.27,25.12
156,55.0,11.656,-56.17,#4083E5,21.975,-62.514,#547DF1,33.206,-28.819,#A570B6,12.11,34.82,4.52,25.6
157,55.0,33.187,-1.691,#B86D88,18.428,-7.93,#9D7992,3.557,-21.377,#7583A8,16.02,35.57,8.53,25.19
158,55.0,8.033,-24.585,#7A81AE,4.618,-7.107,#868290,-5.068,10.329,#828672,17.81,37.29,10.85,28.0
159,55.0,7.228,22.968,#9D7E5C,7.687,25.705,#9F7E58,8.385,-11.673,#898098,2.78,34.66,1.32,25.31
160,55.0,13.678,-63.441,#2383F2,17.844,-46.723,#6E7ED5,47.62,-47.03,#AB66D6,17.23,37.7,10.05,26.17
161,55.0,-17.413,-15.426,#478D9E,-10.675,-1.495,#6D8986,-1.225,19.137,#8E8363,15.48,38.17,10.0,27.26
162,55.0,18.604,17.526,#AC7766,24.794,24.862,#B8725A,-11.98,4.656,#70897B,9.6,33.18,4.13,32.68
163,55.0,19.979,-6.283,#A1788F,13.497,-19.754,#8B7DA6,-4.057,-14.669,#6C879D,14.95,25.46,10.68,26.77
164,55.0,-6.015,-24.015,#5989AD,-9.541,-33.979,#308BBE,22.415,-6.17,#A5768F,10.57,33.57,4.78,31.81
165,55.0,-1.839,-37.181,#4888C4,14.217,-48.696,#6080D8,23.708,-7.942,#A67592,19.76,38.83,7.25,31.53
166,55.0,-15.012,-22.039,#3F8DA9,-18.779,-22.895,#2A8FAB,22.122,-14.884,#9E779E,3.86,37.82,2.14,34.85
167,55.0,-8.373,17.255,#818766,-18.857,30.684,#758B4D,22.548,1.514,#AA7582,17.04,34.7,7.9,34.05
168,55.0,6.295,-38.755,#5F84C7,6.584,-49.515,#4385D9,29.865,-15.637,#AA719F,10.76,33.02,4.4,25.36
169,55.0,22.965,-7.973,#A57692,9.494,-12.726,#8A7F9A,1.822,22.641,#95815D,14.29,37.2,10.56,30.43
170,55.0,-29.502,28.8,#5E9050,-48.765,26.697,#159753,8.158,38.058,#A47D41,19.38,38.78,7.91,26.04
171,55.0,-19.317,7.202,#638D77,-5.365,19.415,#878562,13.877,29.117,#A97A52,18.54,39.78,14.52,30.48
172,55.0,-11.891,-26.504,#3F8CB1,-12.825,-25.14,#408CAF,-17.633,12.08,#6B8C6E,1.65,39.01,0.92,27.91
173,55.0,37.252,-26.339,#AE6CB2,32.359,-13.368,#B06F9B,16.827,-60.238,#4780ED,13.86,39.58,6.27,26.18
174,55.0,-1.102,38.85,#96823F,5.136,49.736,#A37E28,36.705,26.275,#C86858,12.55,39.84,5.56,28.73
175,55.0,-17.015,26.155,#768B55,-18.274,17.537,#6E8C65,2.241,-5.356,#83838D,8.71,36.93,4.92,25.46
176,55.0,-25.329,-5.161,#40908C,-22.892,-5.585,#488F8D,4.22,4.365,#8E817C,2.47,31.05,1.36,28.13
177,55.0,-3.866,-46.462,#018AD4,11.471,-48.163,#5982D7,24.958,-32.014,#9377BB,15.43,32.24,9.87,27.08
178,55.0,-0.536,-30.438,#5C86B8,12.755,-19.667,#897EA6,15.21,-1.297,#9D7B86,17.11,33.12,16.65,26.54
179,55.0,-22.554,-12.953,#398F99,-18.643,-19.664,#378EA5,8.941,4.719,#967E7C,7.77,36.11,5.1,41.32
180,55.0,1.26,-21.278,#7085A8,-10.549,-12.996,#5F8A9A,20.546,12.162,#AC7670,14.42,38.6,12.19,27.62
