trial,L,ct_a,ct_b,ct_hex,CH_a,CH_b,CH_hex,CL_a,CL_b,CL_hex,dE_ct_CH,dE_ct_CL,dE00_ct_CH,dE00_ct_CL
27,55.0,23.321,37.208,#B97344,25.77,42.125,#BE713B,40.308,2.669,#C46681,5.49,38.49,1.8,25.5
28,55.0,-0.077,35.887,#978244,-1.93,29.583,#928350,33.361,27.604,#C46B56,6.57,34.45,3.0,25.13
29,55.0,-4.803,24.459,#8B8559,-11.657,19.916,#7C8961,22.642,2.036,#AA7581,8.22,35.44,6.79,31.5
30,55.0,-9.491,17.2,#7F8866,-14.99,33.459,#7E8A48,-21.826,-20.319,#2290A6,17.16,39.49,7.67,27.26
31,55.0,3.505,21.729,#97805E,16.786,30.393,#AE7850,-15.838,-13.091,#508C9A,15.86,39.83,9.97,28.69
32,55.0,-9.12,-22.939,#528AAB,-0.16,-23.952,#6886AD,15.098,-10.711,#967B96,9.02,27.13,7.58,29.45
33,55.0,-24.376,22.91,#658E5B,-7.948,25.179,#868658,-22.775,-15.56,#30909E,16.58,38.5,10.75,25.74
34,55.0,18.404,33.503,#B1764A,33.132,22.317,#C26B5F,-9.24,6.961,#788877,18.5,38.32,13.32,27.24
35,55.0,5.185,-18.508,#7C82A3,-6.343,-32.675,#448ABC,-19.884,11.388,#668D6F,18.26,39.02,15.41,28.46
36,55.0,-9.003,28.768,#868751,-28.141,34.143,#658F46,24.799,11.572,#B27371,19.88,37.93,10.36,31.72
37,55.0,-1.395,21.824,#8F835E,5.469,17.463,#987F66,21.657,-0.642,#A77685,8.13,32.19,8.12,29.01
38,55.0,45.534,-37.894,#B166C6,46.986,-28.664,#BB63B6,6.781,-45.116,#5184D2,9.34,39.42,4.42,26.14
39,55.0,11.243,-61.38,#1E84EF,10.959,-47.813,#5882D7,33.015,-29.507,#A470B7,13.57,38.6,5.39,27.74
40,55.0,-12.627,-19.618,#4E8CA5,-16.418,-22.552,#388DAA,8.2,4.164,#957F7D,4.79,31.61,2.49,31.71
41,55.0,-26.146,15.263,#5B8F68,-37.162,16.711,#3D9365,10.402,2.39,#977D80,11.11,38.75,4.61,36.49
42,55.0,8.605,-18.66,#8280A4,7.732,-5.626,#8D808D,-27.388,-4.522,#3A918B,13.06,38.67,8.89,28.03
43,55.0,-25.326,-1.886,#479086,-22.625,-19.389,#2190A4,2.889,25.276,#988158,17.71,39.17,11.97,27.31
44,55.0,25.197,11.005,#B37372,32.252,-1.321,#B76E87,7.278,44.965,#A57D33,14.2,38.4,8.98,26.14
45,55.0,3.961,30.318,#9B804F,2.303,15.218,#92816A,9.641,-8.635,#8E7F93,15.19,39.36,7.48,28.72
46,55.0,6.539,-54.546,#2B85E2,13.533,-48.493,#5E81D8,27.578,-26.615,#9D74B2,9.25,34.97,7.14,27.05
47,55.0,19.181,3.196,#A6787F,18.102,11.073,#A87871,-3.582,18.244,#8A8564,7.95,27.29,5.75,27.45
48,55.0,-26.438,-14.246,#1E919B,-14.925,-30.434,#1E8EB8,8.91,-6.853,#8E7F90,19.86,36.11,11.5,36.96
49,55.0,-4.463,-21.906,#6188A9,-9.511,-13.792,#618A9B,21.39,-15.073,#9D789E,9.56,26.74,6.7,25.21
50,55.0,-10.858,22.263,#7F885D,-17.128,7.057,#688C77,-5.374,-12.577,#6C8799,16.45,35.27,11.25,26.59
51,55.0,32.735,24.453,#C26C5B,52.349,26.29,#DD5759,3.513,43.768,#9F8035,19.7,35.03,7.71,25.25
52,55.0,1.664,21.579,#94815E,15.387,19.256,#A87963,17.14,-15.156,#957A9E,13.92,39.86,13.22,31.32
53,55.0,12.938,-61.755,#2A83EF,16.453,-50.905,#617FDC,41.365,-37.586,#AA6AC5,11.41,37.31,6.87,26.95
54,55.0,-9.642,-30.236,#3E8BB7,10.237,-29.892,#7880B7,13.791,-10.608,#937C96,19.88,30.57,15.56,30.65
55,55.0,-25.821,23.357,#638F5A,-22.399,26.649,#6C8D54,-19.358,-15.093,#408E9D,4.75,38.99,2.82,26.12
56,55.0,2.274,22.316,#95815D,-10.543,14.267,#7B886B,-15.202,-10.463,#578C95,15.14,37.15,14.38,27.1
57,55.0,8.093,16.756,#9C7E67,-11.107,19.855,#7D8861,-22.617,7.71,#5C8E76,19.45,32.01,20.12,28.99
58,55.0,14.275,-19.302,#8C7DA5,1.921,-6.753,#81838F,-15.915,-18.21,#468DA2,17.61,30.21,12.28,27.14
59,55.0,-28.395,15.307,#559068,-21.737,12.86,#638D6D,5.369,33.04,#9E7F4A,7.09,38.14,3.23,25.95
60,55.0,-18.062,-13.02,#498D99,-4.207,-5.78,#76868D,18.239,-17.116,#967AA1,15.63,36.53,11.66,31.67
61,55.0,-11.142,41.011,#87883A,-14.607,21.437,#788A5E,24.302,38.361,#BB7242,19.88,35.54,9.84,25.73
62,55.0,23.329,19.153,#B37464,42.046,17.738,#CD6367,-15.437,14.455,#728B6A,18.77,39.05,9.33,34.61
63,55.0,-24.541,30.473,#6A8E4D,-16.983,24.864,#768B58,9.874,23.398,#A17D5C,9.41,35.14,3.93,25.66
64,55.0,-19.25,-6.842,#518E8F,-8.12,-16.949,#5F89A0,12.672,-28.711,#7F7FB5,15.03,38.69,11.72,25.13
65,55.0,15.814,-9.973,#977B95,32.793,-5.421,#B56E8E,-16.633,0.473,#628C82,17.58,34.09,9.6,32.08
66,55.0,-0.373,30.706,#95824E,-7.534,13.339,#80876C,27.159,5.513,#B3717B,18.79,37.32,12.14,29.92
67,55.0,-18.967,5.926,#628D79,-11.083,15.67,#7B8868,11.876,13.694,#A07C6D,12.53,31.81,9.37,32.47
68,55.0,32.918,4.964,#BB6D7C,18.715,2.796,#A5787F,12.46,38.952,#AA7A40,14.37,39.67,6.94,28.17
69,55.0,19.313,9.353,#A97774,24.727,24.175,#B7725B,-8.443,9.107,#7B8774,15.78,27.76,8.76,30.89
70,55.0,8.841,43.04,#A67C37,0.028,46.381,#9A822F,34.753,13.053,#C16B6F,9.42,39.63,6.58,28.12
71,55.0,-24.091,-17.677,#1E90A1,-8.432,-14.451,#62899C,7.548,3.384,#937F7E,15.99,38.01,9.86,40.53
72,55.0,-11.386,49.177,#898727,-12.864,35.122,#828945,26.224,37.742,#BD7043,14.13,39.31,5.61,27.62
73,55.0,19.206,-8.785,#9E7893,14.725,-4.119,#9A7B8B,-14.811,-21.016,#438DA7,6.47,36.15,3.91,37.38
74,55.0,10.978,19.953,#A27C62,0.562,32.723,#97824A,-11.062,4.562,#72897B,16.48,26.88,12.17,26.25
75,55.0,36.89,-28.524,#AB6DB6,30.102,-13.422,#AC719B,9.203,-47.931,#5283D7,16.56,33.81,7.27,25.33
76,55.0,24.279,-8.326,#A67593,19.833,-5.366,#A1788D,-3.505,11.099,#858570,5.34,33.9,2.82,31.19
77,55.0,29.979,-42.387,#9074CD,35.502,-50.243,#9071DB,-8.599,-39.029,#1A8BC7,9.6,38.72,2.71,25.3
78,55.0,-14.439,17.576,#768A65,-7.397,10.625,#7E8771,8.774,-11.309,#8A7F97,9.89,37.06,6.19,28.26
79,55.0,-0.662,-31.782,#5987BA,10.114,-32.218,#7481BB,24.061,-11.773,#A47598,10.78,31.81,8.16,27.41
80,55.0,31.778,1.907,#B86E81,26.693,7.474,#B37278,0.351,-18.33,#7285A3,7.54,37.38,4.49,27.8
81,55.0,28.898,5.502,#B5707B,14.778,19.644,#A77A62,12.422,38.409,#AA7A41,19.98,36.8,15.03,26.18
82,55.0,26.084,25.816,#BA7158,40.322,34.838,#CF6449,-3.639,7.184,#828577,16.86,35.08,5.86,25.41
83,55.0,24.666,47.222,#BD7130,7.586,53.451,#A77D1F,-14.781,41.171,#818939,18.18,39.91,12.38,27.26
84,55.0,17.496,-21.123,#917BA8,12.257,-28.619,#7E7FB5,-6.859,-34.549,#3C8ABF,9.15,27.81,7.61,25.72
85,55.0,23.833,28.909,#B87353,38.761,38.907,#CE6542,-9.524,37.278,#888741,17.97,34.39,6.39,26.16
86,55.0,27.235,-0.53,#B07285,13.434,6.537,#9F7B79,-1.229,-12.135,#768598,15.5,30.74,9.91,26.26
87,55.0,13.494,12.556,#A27B6F,7.953,1.69,#937F81,-23.092,25.97,#6A8D55,12.2,38.97,8.55,32.24
88,55.0,-13.371,25.955,#7D8956,-17.996,27.393,#758B53,23.796,11.586,#B17471,4.84,39.85,2.71,34.2
89,55.0,1.761,24.41,#958159,2.255,43.251,#9D8036,29.132,0.857,#B37083,18.85,36.11,7.48,29.27
90,55.0,20.915,8.402,#AB7676,16.519,18.3,#A97865,-9.303,-12.9,#628999,10.83,36.97,8.49,36.68
91,55.0,-8.91,22.746,#83875C,-14.076,3.746,#6B8B7D,29.804,31.956,#C16E4E,19.69,39.79,13.43,28.56
92,55.0,-13.074,-18.591,#4E8CA3,-19.0,-20.423,#328EA6,9.074,-7.545,#8E7F91,6.2,24.75,3.57,28.84
93,55.0,-9.493,32.974,#878749,-11.73,47.681,#88882B,9.73,3.87,#977E7D,14.88,34.88,5.25,26.88
94,55.0,-25.41,16.507,#5E8F66,-29.372,16.522,#549066,7.755,10.417,#987F72,3.96,33.72,1.89,29.9
95,55.0,-15.795,-17.885,#478DA2,-23.083,-18.649,#2190A3,-29.437,17.838,#559064,7.33,38.24,4.13,26.23
96,55.0,27.901,33.526,#BE6F4B,23.576,47.392,#BC7230,-4.139,56.735,#968411,14.53,39.56,8.22,26.25
97,55.0,-31.362,0.967,#369281,-27.663,-12.931,#1B9199,6.944,-9.146,#898093,14.38,39.62,9.87,31.11
98,55.0,-12.346,-23.326,#468CAB,-8.39,-13.501,#64899B,10.986,-0.333,#967D85,10.59,32.76,5.46,34.26
99,55.0,22.493,1.136,#AA7582,28.623,-12.284,#AB7299,-15.152,12.627,#718B6D,14.75,39.36,8.33,39.68
100,55.0,10.481,33.7,#A67C49,5.562,40.104,#A17E3D,-20.862,9.665,#628D72,8.07,39.5,5.08,28.06
101,55.0,-28.841,10.288,#4E9171,-18.502,23.327,#728C5A,-5.023,-17.054,#6788A1,16.64,36.26,10.27,25.22
102,55.0,15.882,8.901,#A47975,18.043,25.866,#AE7758,-8.865,-21.065,#568AA8,17.1,38.86,10.57,34.37
103,55.0,-11.798,-18.345,#538BA3,-0.414,-3.596,#80848A,-25.38,14.009,#5B8F6B,18.63,35.09,13.81,25.15
104,55.0,-11.774,37.209,#858841,-4.148,21.611,#8A855E,25.547,39.779,#BD713F,17.36,37.41,7.68,26.76
105,55.0,-2.284,32.707,#92834A,1.891,51.713,#9E8023,28.961,14.683,#BA6F6C,19.46,36.07,7.25,28.37
106,55.0,16.953,-8.342,#9B7A92,36.494,-9.17,#B96B94,-5.981,-11.203,#6C8897,19.56,23.11,9.27,26.19
107,55.0,-2.514,47.52,#97832C,-19.189,46.97,#7C8B2C,33.914,42.807,#C96A3A,16.68,36.73,10.57,25.05
108,55.0,35.61,-23.907,#AD6DAE,43.938,-23.786,#BA66AE,6.296,-47.587,#4885D6,8.33,37.68,3.27,28.64
109,55.0,39.033,-37.661,#A66CC5,45.079,-54.113,#9E69E2,12.172,-61.957,#2283F0,17.53,36.22,6.05,26.6
110,55.0,30.485,-14.205,#AC719D,21.029,-25.174,#9379AF,-2.551,-19.431,#6986A5,14.48,33.45,9.4,26.22
111,55.0,-28.764,-11.065,#1C9296,-23.585,-18.824,#1C90A3,3.437,-7.226,#848290,9.33,32.43,6.04,27.01
112,55.0,6.832,33.645,#A17E49,-5.976,28.49,#8B8552,39.12,12.032,#C76771,13.81,38.86,10.5,28.13
113,55.0,-2.632,39.614,#94833D,5.303,42.091,#A17F39,15.404,7.989,#A37A77,8.31,36.41,5.84,25.69
114,55.0,-3.369,20.897,#8B845F,-2.801,34.969,#928346,-18.466,-16.03,#418E9F,14.08,39.89,6.39,27.84
115,55.0,31.256,-18.544,#AA70A4,28.683,-29.924,#9C74B8,9.299,-45.388,#5983D2,11.67,34.68,6.81,25.6
116,55.0,-19.342,-8.658,#4E8E92,-3.697,-8.86,#748693,14.46,-28.091,#837DB4,15.65,38.99,13.12,25.48
117,55.0,30.044,4.147,#B66F7E,45.673,-4.693,#C8628D,-2.637,-17.487,#6C86A2,17.96,39.19,7.69,31.02
118,55.0,-20.696,15.219,#678D69,-4.436,20.285,#898560,15.827,28.498,#AC7853,17.03,38.86,13.19,30.52
119,55.0,15.782,10.055,#A47973,-0.192,0.547,#848483,-5.86,28.942,#8B8551,18.59,28.72,16.5,25.06
120,55.0,40.303,-36.309,#AA6BC3,47.763,-43.278,#AF65CF,0.862,-36.545,#5386C3,10.21,39.44,2.79,25.45
121,55.0,32.189,-30.691,#A171B9,21.259,-35.779,#877AC2,13.705,-62.489,#2B82F1,12.06,36.78,8.14,25.71
122,55.0,-5.824,17.972,#868664,4.417,13.458,#94806D,28.981,11.37,#B87071,11.19,35.43,12.43,30.72
123,55.0,-30.083,13.423,#4F916B,-36.554,10.032,#339471,-12.803,-22.259,#478CAA,7.31,39.65,3.75,27.16
124,55.0,15.155,49.217,#B1782B,2.518,35.347,#9B8046,-23.242,42.757,#738D35,18.76,38.94,8.92,25.92
125,55.0,-19.331,9.69,#658D72,-7.645,25.66,#878657,-13.392,-29.179,#2F8DB6,19.79,39.32,13.86,27.1
126,55.0,23.6,21.188,#B57360,12.928,22.536,#A67B5D,-6.608,15.151,#838669,10.76,30.81,7.85,26.69
127,55.0,-27.637,-2.094,#3E9186,-25.343,-8.724,#389092,9.32,4.935,#977E7B,7.02,37.62,4.94,35.54
128,55.0,-19.248,12.193,#688C6E,-0.844,19.933,#8F8361,14.466,9.333,#A27A74,19.97,33.84,16.89,35.33
129,55.0,-17.795,24.614,#748B58,-32.024,30.061,#59914E,18.845,16.33,#AC7768,15.24,37.56,6.54,32.39
130,55.0,19.995,33.191,#B3754B,16.082,28.104,#AC7854,-6.072,6.33,#7D8679,6.42,37.43,2.53,25.6
131,55.0,-28.606,-7.277,#2C918F,-17.641,-13.789,#498D9B,1.318,8.24,#8C8276,12.75,33.71,8.31,25.15
132,55.0,15.177,-19.359,#8E7CA5,1.773,-32.745,#5E85BC,-16.218,-21.731,#3B8DA9,18.94,31.48,17.64,28.32
133,55.0,-27.776,32.684,#658F49,-10.809,41.937,#888738,10.432,32.14,#A57C4C,19.33,38.21,11.6,26.55
134,55.0,20.182,-1.883,#A47788,38.321,-2.848,#BF698A,3.594,23.877,#98805B,18.16,30.64,8.04,25.86
135,55.0,-3.147,29.878,#90844F,-16.122,14.828,#708B6A,-0.813,-7.844,#7B8591,19.87,37.79,14.25,26.77
136,55.0,-24.855,14.455,#5D8F6A,-9.794,7.764,#778876,3.955,3.842,#8D817D,16.48,30.7,9.7,27.18
137,55.0,4.723,-50.981,#3386DC,18.624,-54.216,#607EE2,41.042,-41.245,#A66BCC,14.27,37.6,8.2,27.09
138,55.0,4.613,-34.881,#6284C0,13.99,-40.157,#707FC9,35.009,-10.9,#B56C97,10.76,38.72,4.63,28.18
139,55.0,-11.274,-35.774,#198CC1,-0.581,-47.03,#2688D5,22.183,-28.801,#9178B6,15.53,34.18,5.76,27.94
140,55.0,-14.668,-21.298,#438DA8,-13.895,-16.062,#518C9F,-19.423,16.913,#6B8C66,5.29,38.51,2.74,27.85
141,55.0,-27.51,9.257,#519073,-16.211,19.254,#738B62,4.63,25.022,#9A8059,15.09,35.8,9.67,26.05
142,55.0,2.263,-32.063,#6185BB,-5.529,-18.147,#6488A3,-0.961,4.986,#86847B,15.95,37.19,6.54,25.07
143,55.0,10.133,41.632,#A87C3A,21.413,45.393,#B87434,-26.696,32.869,#678F49,11.89,37.86,7.07,25.61
144,55.0,-12.664,-19.159,#4E8BA4,3.016,-23.999,#7084AD,-21.837,17.195,#668D65,16.41,37.49,13.31,27.13
145,55.0,29.254,5.116,#B6707C,22.045,23.373,#B3745C,-9.39,6.808,#778878,19.63,38.68,14.04,36.89
146,55.0,21.532,-6.014,#A4778F,4.527,-4.436,#88818B,-9.185,-17.846,#5B8AA2,17.08,32.92,13.28,33.94
147,55.0,-8.73,34.655,#898746,4.102,25.646,#9A8057,28.108,27.663,#BD6F55,15.68,37.5,10.75,28.48
148,55.0,-21.567,-12.132,#3F8F98,-13.518,-23.814,#408CAC,16.277,-19.236,#907BA5,14.19,38.51,9.18,30.94
149,55.0,-20.351,9.314,#638D73,-19.52,26.904,#728C54,6.463,9.618,#957F73,17.61,26.82,9.96,27.68
150,55.0,21.545,-15.849,#9C779F,14.389,-31.274,#7F7EBA,-8.093,-23.447,#548AAC,17.0,30.6,12.47,28.68
151,55.0,-20.576,5.128,#5E8D7A,-13.672,16.861,#778A66,-2.101,-25.812,#6187B0,13.61,36.04,9.58,25.02
152,55.0,-14.55,-23.232,#3E8DAB,-18.544,-12.774,#488E99,-22.007,14.304,#648E6A,11.19,38.27,6.98,27.38
153,55.0,-20.507,-16.788,#378FA0,-12.519,-28.754,#358CB5,-4.34,19.084,#898563,14.39,39.35,8.44,27.28
154,55.0,13.117,29.666,#A97A51,21.753,17.041,#B07567,-18.278,12.644,#6A8C6D,15.3,35.71,11.7,27.99
155,55.0,-13.254,-20.765,#498CA7,-15.762,-8.196,#598C91,12.713,-0.207,#997C84,12.82,33.12,8.34,36.37
156,55.0,-17.031,-16.42,#468D9F,-12.555,-17.356,#528BA1,6.037,-8.349,#888192,4.57,24.44,3.26,26.39
157,55.0,-33.146,14.538,#479269,-26.769,0.342,#469082,2.118,3.585,#8A827E,15.56,36.93,8.86,26.06
158,55.0,-3.354,-45.837,#158AD3,10.142,-59.423,#2584EB,15.384,-17.886,#907CA3,19.15,33.65,5.27,28.08
159,55.0,19.325,19.482,#AE7663,23.17,21.609,#B47460,-9.573,23.029,#82875B,4.39,29.12,2.08,26.19
160,55.0,11.623,44.536,#AB7B34,7.346,53.209,#A67D1F,45.343,25.753,#D45F5A,9.67,38.6,4.74,25.98
161,55.0,1.564,-48.977,#2A87D8,-1.678,-33.3,#5387BD,29.861,-25.612,#A272B0,16.01,36.7,3.81,29.93
162,55.0,-10.603,-30.541,#388CB8,-13.397,-18.139,#4E8CA2,26.114,-14.823,#A5749E,12.71,39.94,6.29,35.71
163,55.0,-33.168,-2.775,#219387,-28.861,5.826,#489179,5.402,2.097,#8F8080,9.62,38.88,6.12,32.54
164,55.0,21.06,7.855,#AB7677,21.424,26.556,#B37557,-3.284,-8.796,#758693,18.7,29.49,12.19,27.92
165,55.0,-0.542,-26.738,#6386B2,-1.639,-34.906,#4F88C0,-9.309,8.15,#798875,8.24,35.97,3.92,26.25
166,55.0,16.812,44.462,#B27735,19.297,26.129,#B07657,-20.496,37.966,#768C3F,18.5,37.87,9.56,26.23
167,55.0,6.024,-19.327,#7C82A5,1.981,-2.534,#858388,-11.67,11.467,#778970,17.27,35.52,11.69,27.37
168,55.0,24.221,31.755,#B9724E,24.001,38.676,#BA7241,-8.83,20.222,#828760,6.92,35.0,3.49,25.84
169,55.0,13.919,11.603,#A27B70,12.556,24.402,#A67B5A,-14.58,37.883,#808940,12.87,38.77,8.85,28.23
170,55.0,-18.316,-20.122,#378EA6,-14.6,-4.342,#618B8B,14.859,-25.748,#877DB0,16.21,33.65,9.8,25.06
171,55.0,25.482,24.573,#B8725B,42.862,28.426,#D16255,-8.547,11.081,#7C8770,17.8,36.61,7.58,29.67
172,55.0,-29.43,20.573,#58905F,-17.383,4.841,#658C7B,7.715,35.223,#A27D46,19.81,39.93,9.8,27.08
173,55.0,-21.217,23.324,#6C8D5A,-1.771,27.009,#918355,16.134,21.008,#AA7960,19.79,37.42,14.39,30.96
174,55.0,2.958,-28.114,#6A84B4,-14.629,-21.748,#428DA9,14.67,5.56,#A07A7B,18.7,35.65,13.24,25.27
175,55.0,-21.104,-21.682,#208FA8,-8.761,-19.365,#5A8AA5,6.354,-15.025,#82819E,12.56,28.25,7.65,25.03
176,55.0,-10.305,-28.781,#3F8BB5,-3.611,-27.22,#5A88B2,24.613,-19.188,#9F76A5,6.87,36.21,5.11,31.73
177,55.0,-31.555,10.625,#479270,-32.693,-7.015,#0C938F,1.522,-10.223,#7D8495,17.68,39.1,11.63,26.41
178,55.0,27.953,-18.991,#A473A5,24.161,-8.038,#A77592,-1.292,-32.433,#5687BB,11.59,32.19,6.09,27.0
179,55.0,-21.166,-21.137,#228FA7,-13.482,-17.35,#4F8CA1,16.031,-18.832,#907CA4,8.57,37.27,4.49,31.93
180,55.0,-3.862,-27.622,#5888B3,-15.047,-24.166,#398DAD,15.479,0.431,#9E7A83,11.71,34.07,8.01,29.27
